file	brenneri	briggsae	doughertyi	elegans	inopinata	latens	nigoni	remanei	sinica	sp26	sp40	tropicalis	wallacei	kamaaina	elegans_gene_id	prot_length	elegans_gene_id.1	Your.Input	Public.Name	brenneri_fra	briggsae_fra	doughertyi_fra	elegans_fra	inopinata_fra	latens_fra	nigoni_fra	remanei_fra	sinica_fra	sp26_fra	sp40_fra	tropicalis_fra	wallacei_fra	kamaaina_fra	mean_spsp_aa	brenneri_spsp_over_mean	briggsae_spsp_over_mean	doughertyi_spsp_over_mean	elegans_spsp_over_mean	inopinata_spsp_over_mean	latens_spsp_over_mean	nigoni_spsp_over_mean	remanei_spsp_over_mean	sinica_spsp_over_mean	sp26_spsp_over_mean	sp40_spsp_over_mean	tropicalis_spsp_over_mean	wallacei_spsp_over_mean	kamaaina_spsp_over_mean	high_inop_spsp
1641.fa	2	1	2	2	1	0	0	0	2	1	1	4	0	7	Y56A3A.31	230	Y56A3A.31	Y56A3A.31	Y56A3A.31	0.00869565217391304	0.00434782608695652	0.00869565217391304	0.00869565217391304	0.00434782608695652	0	0	0	0.00869565217391304	0.00434782608695652	0.00434782608695652	0.0173913043478261	0	0.0304347826086957	1.64285714285714	1.21739130434783	0.608695652173913	1.21739130434783	1.21739130434783	0.608695652173913	0	0	0	1.21739130434783	0.608695652173913	0.608695652173913	2.43478260869565	0	4.26086956521739	FALSE
1642.fa	0	0	0	0	1	0	0	0	0	0	0	0	0	2	T13C5.4	78	T13C5.4	T13C5.4	ceh-54	0	0	0	0	0.0128205128205128	0	0	0	0	0	0	0	0	0.0256410256410256	0.214285714285714	0	0	0	0	4.66666666666667	0	0	0	0	0	0	0	0	9.33333333333333	FALSE
1643.fa	6	2	1	5	27	0	12	1	4	1	2	3	3	7	VW06B3R.1	406	VW06B3R.1	VW06B3R.1	ucr-2.1	0.0147783251231527	0.00492610837438424	0.00246305418719212	0.0123152709359606	0.0665024630541872	0	0.0295566502463054	0.00246305418719212	0.00985221674876847	0.00246305418719212	0.00492610837438424	0.00738916256157635	0.00738916256157635	0.0172413793103448	5.28571428571429	1.13513513513514	0.378378378378378	0.189189189189189	0.945945945945946	5.10810810810811	0	2.27027027027027	0.189189189189189	0.756756756756757	0.189189189189189	0.378378378378378	0.567567567567568	0.567567567567568	1.32432432432432	TRUE
1644.fa	4	1	1	3	11	1	1	0	0	0	1	1	0	15	F56D2.7	458	F56D2.7	F56D2.7	ced-6	0.00873362445414847	0.00218340611353712	0.00218340611353712	0.00655021834061135	0.0240174672489083	0.00218340611353712	0.00218340611353712	0	0	0	0.00218340611353712	0.00218340611353712	0	0.0327510917030568	2.78571428571429	1.43589743589744	0.358974358974359	0.358974358974359	1.07692307692308	3.94871794871795	0.358974358974359	0.358974358974359	0	0	0	0.358974358974359	0.358974358974359	0	5.38461538461539	FALSE
1645.fa	0	0	0	2	3	1	1	0	0	1	1	2	1	3	F55B12.1	138	F55B12.1	F55B12.1	ceh-24	0	0	0	0.0144927536231884	0.0217391304347826	0.0072463768115942	0.0072463768115942	0	0	0.0072463768115942	0.0072463768115942	0.0144927536231884	0.0072463768115942	0.0217391304347826	1.07142857142857	0	0	0	1.86666666666667	2.8	0.933333333333333	0.933333333333333	0	0	0.933333333333333	0.933333333333333	1.86666666666667	0.933333333333333	2.8	FALSE
1646.fa	0	0	0	3	3	1	1	0	0	1	4	1	2	2	Y105E8A.6	340	Y105E8A.6	Y105E8A.6	unc-95	0	0	0	0.00882352941176471	0.00882352941176471	0.00294117647058824	0.00294117647058824	0	0	0.00294117647058824	0.0117647058823529	0.00294117647058824	0.00588235294117647	0.00588235294117647	1.28571428571429	0	0	0	2.33333333333333	2.33333333333333	0.777777777777778	0.777777777777778	0	0	0.777777777777778	3.11111111111111	0.777777777777778	1.55555555555556	1.55555555555556	FALSE
1647.fa	1	0	2	2	7	0	0	0	0	0	1	1	1	3	R07B1.11	120	R07B1.11	R07B1.11	R07B1.11	0.00833333333333333	0	0.0166666666666667	0.0166666666666667	0.0583333333333333	0	0	0	0	0	0.00833333333333333	0.00833333333333333	0.00833333333333333	0.025	1.28571428571429	0.777777777777778	0	1.55555555555556	1.55555555555556	5.44444444444444	0	0	0	0	0	0.777777777777778	0.777777777777778	0.777777777777778	2.33333333333333	TRUE
1648.fa	2	0	3	6	9	0	1	2	1	1	0	1	3	7	ZK563.7	317	ZK563.7	ZK563.7	ZK563.7	0.00630914826498423	0	0.00946372239747634	0.0189274447949527	0.028391167192429	0	0.00315457413249211	0.00630914826498423	0.00315457413249211	0.00315457413249211	0	0.00315457413249211	0.00946372239747634	0.0220820189274448	2.57142857142857	0.777777777777778	0	1.16666666666667	2.33333333333333	3.5	0	0.388888888888889	0.777777777777778	0.388888888888889	0.388888888888889	0	0.388888888888889	1.16666666666667	2.72222222222222	FALSE
1649.fa	2	1	0	0	4	0	6	0	6	0	1	0	1	4	K05B2.2	126	K05B2.2	K05B2.2	K05B2.2	0.0158730158730159	0.00793650793650794	0	0	0.0317460317460317	0	0.0476190476190476	0	0.0476190476190476	0	0.00793650793650794	0	0.00793650793650794	0.0317460317460317	1.78571428571429	1.12	0.56	0	0	2.24	0	3.36	0	3.36	0	0.56	0	0.56	2.24	FALSE
165.fa	2	2	2	11	4	1	2	1	2	0	1	5	0	21	C54D1.4	461	C54D1.4	C54D1.4	alh-10	0.00433839479392625	0.00433839479392625	0.00433839479392625	0.0238611713665944	0.00867678958785249	0.00216919739696312	0.00433839479392625	0.00216919739696312	0.00433839479392625	0	0.00216919739696312	0.0108459869848156	0	0.0455531453362256	3.85714285714286	0.518518518518518	0.518518518518518	0.518518518518518	2.85185185185185	1.03703703703704	0.259259259259259	0.518518518518518	0.259259259259259	0.518518518518518	0	0.259259259259259	1.2962962962963	0	5.44444444444444	FALSE
1650.fa	2	0	0	6	7	0	0	0	0	0	8	1	0	2	Y57G7A.9	119	Y57G7A.9	Y57G7A.9	glb-31	0.0168067226890756	0	0	0.0504201680672269	0.0588235294117647	0	0	0	0	0	0.0672268907563025	0.00840336134453781	0	0.0168067226890756	1.85714285714286	1.07692307692308	0	0	3.23076923076923	3.76923076923077	0	0	0	0	0	4.30769230769231	0.538461538461538	0	1.07692307692308	TRUE
1651.fa	13	9	6	32	42	2	4	0	15	5	16	20	6	63	H28G03.6	1708	H28G03.6	H28G03.6	mtm-5	0.00761124121779859	0.00526932084309133	0.00351288056206089	0.0187353629976581	0.0245901639344262	0.00117096018735363	0.00234192037470726	0	0.00878220140515222	0.00292740046838408	0.00936768149882904	0.0117096018735363	0.00351288056206089	0.0368852459016393	16.6428571428571	0.781115879828326	0.540772532188841	0.360515021459227	1.92274678111588	2.52360515021459	0.120171673819742	0.240343347639485	0	0.901287553648069	0.300429184549356	0.96137339055794	1.20171673819742	0.360515021459227	3.78540772532189	FALSE
1652.fa	1	0	2	1	7	3	0	0	0	1	0	2	2	0	F23F1.4	234	F23F1.4	F23F1.4	F23F1.4	0.00427350427350427	0	0.00854700854700855	0.00427350427350427	0.0299145299145299	0.0128205128205128	0	0	0	0.00427350427350427	0	0.00854700854700855	0.00854700854700855	0	1.35714285714286	0.736842105263158	0	1.47368421052632	0.736842105263158	5.15789473684211	2.21052631578947	0	0	0	0.736842105263158	0	1.47368421052632	1.47368421052632	0	FALSE
1653.fa	0	0	0	4	7	0	0	0	1	1	0	1	0	0	Y55B1BL.1	82	Y55B1BL.1	Y55B1BL.1	Y55B1BL.1	0	0	0	0.0487804878048781	0.0853658536585366	0	0	0	0.0121951219512195	0.0121951219512195	0	0.0121951219512195	0	0	1	0	0	0	4	7	0	0	0	1	1	0	1	0	0	TRUE
1654.fa	1	2	2	1	4	1	0	0	7	0	1	0	1	4	F14H12.3	235	F14H12.3	F14H12.3	F14H12.3	0.00425531914893617	0.00851063829787234	0.00851063829787234	0.00425531914893617	0.0170212765957447	0.00425531914893617	0	0	0.0297872340425532	0	0.00425531914893617	0	0.00425531914893617	0.0170212765957447	1.71428571428571	0.583333333333333	1.16666666666667	1.16666666666667	0.583333333333333	2.33333333333333	0.583333333333333	0	0	4.08333333333333	0	0.583333333333333	0	0.583333333333333	2.33333333333333	FALSE
1655.fa	6	5	5	5	10	1	0	3	4	2	1	1	0	12	Y39A1A.5	474	Y39A1A.5	Y39A1A.5	rabx-5	0.0126582278481013	0.0105485232067511	0.0105485232067511	0.0105485232067511	0.0210970464135021	0.00210970464135021	0	0.00632911392405063	0.00843881856540084	0.00421940928270042	0.00210970464135021	0.00210970464135021	0	0.0253164556962025	3.92857142857143	1.52727272727273	1.27272727272727	1.27272727272727	1.27272727272727	2.54545454545455	0.254545454545455	0	0.763636363636364	1.01818181818182	0.509090909090909	0.254545454545455	0.254545454545455	0	3.05454545454545	FALSE
1656.fa	3	5	9	21	46	2	1	0	2	5	8	5	7	79	C14B4.2	1173	C14B4.2	C14B4.2	C14B4.2	0.00255754475703325	0.00426257459505541	0.00767263427109974	0.0179028132992327	0.0392156862745098	0.00170502983802217	0.000852514919011083	0	0.00170502983802217	0.00426257459505541	0.00682011935208866	0.00426257459505541	0.00596760443307758	0.0673486786018755	13.7857142857143	0.217616580310881	0.362694300518135	0.652849740932642	1.52331606217617	3.33678756476684	0.145077720207254	0.0725388601036269	0	0.145077720207254	0.362694300518135	0.580310880829015	0.362694300518135	0.507772020725389	5.73056994818653	FALSE
1657.fa	0	0	5	0	4	0	0	0	1	1	0	1	0	2	Y75B8A.17	70	Y75B8A.17	Y75B8A.17	gmn-1	0	0	0.0714285714285714	0	0.0571428571428571	0	0	0	0.0142857142857143	0.0142857142857143	0	0.0142857142857143	0	0.0285714285714286	1	0	0	5	0	4	0	0	0	1	1	0	1	0	2	FALSE
1658.fa	0	0	0	0	5	1	0	0	0	0	0	0	0	1	C34B7.2	70	C34B7.2	C34B7.2	figo-1	0	0	0	0	0.0714285714285714	0.0142857142857143	0	0	0	0	0	0	0	0.0142857142857143	0.5	0	0	0	0	10	2	0	0	0	0	0	0	0	2	TRUE
1659.fa	1	0	1	2	7	0	0	1	1	2	2	2	0	4	C37H5.1	343	C37H5.1	C37H5.1	nex-4	0.00291545189504373	0	0.00291545189504373	0.00583090379008746	0.0204081632653061	0	0	0.00291545189504373	0.00291545189504373	0.00583090379008746	0.00583090379008746	0.00583090379008746	0	0.0116618075801749	1.64285714285714	0.608695652173913	0	0.608695652173913	1.21739130434783	4.26086956521739	0	0	0.608695652173913	0.608695652173913	1.21739130434783	1.21739130434783	1.21739130434783	0	2.43478260869565	FALSE
166.fa	1	1	7	4	5	0	0	0	1	0	0	0	0	1	T22B2.4	241	T22B2.4	T22B2.4	sup-12	0.004149377593361	0.004149377593361	0.029045643153527	0.016597510373444	0.020746887966805	0	0	0	0.004149377593361	0	0	0	0	0.004149377593361	1.42857142857143	0.7	0.7	4.9	2.8	3.5	0	0	0	0.7	0	0	0	0	0.7	FALSE
1660.fa	2	1	0	2	4	0	8	0	0	0	0	0	0	3	C54D2.4	254	C54D2.4	C54D2.4	sul-3	0.0078740157480315	0.00393700787401575	0	0.0078740157480315	0.015748031496063	0	0.031496062992126	0	0	0	0	0	0	0.0118110236220472	1.42857142857143	1.4	0.7	0	1.4	2.8	0	5.6	0	0	0	0	0	0	2.1	FALSE
1661.fa	5	1	5	4	14	1	0	0	2	3	7	2	3	15	F18H3.3	624	F18H3.3	F18H3.3	pab-2	0.00801282051282051	0.0016025641025641	0.00801282051282051	0.00641025641025641	0.0224358974358974	0.0016025641025641	0	0	0.00320512820512821	0.00480769230769231	0.0112179487179487	0.00320512820512821	0.00480769230769231	0.0240384615384615	4.42857142857143	1.12903225806452	0.225806451612903	1.12903225806452	0.903225806451613	3.16129032258065	0.225806451612903	0	0	0.451612903225806	0.67741935483871	1.58064516129032	0.451612903225806	0.67741935483871	3.38709677419355	FALSE
1662.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y59A8B.20	97	Y59A8B.20	Y59A8B.20	lon-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
1663.fa	12	2	8	4	12	1	2	1	13	2	1	5	3	23	ZC376.6	772	ZC376.6	ZC376.6	ints-2	0.0155440414507772	0.00259067357512953	0.0103626943005181	0.00518134715025907	0.0155440414507772	0.00129533678756477	0.00259067357512953	0.00129533678756477	0.016839378238342	0.00259067357512953	0.00129533678756477	0.00647668393782383	0.0038860103626943	0.0297927461139896	6.35714285714286	1.8876404494382	0.314606741573034	1.25842696629213	0.629213483146067	1.8876404494382	0.157303370786517	0.314606741573034	0.157303370786517	2.04494382022472	0.314606741573034	0.157303370786517	0.786516853932584	0.471910112359551	3.61797752808989	FALSE
1664.fa	3	1	3	3	19	0	0	1	0	0	2	4	1	8	C40H5.4	693	C40H5.4	C40H5.4	lact-7	0.00432900432900433	0.00144300144300144	0.00432900432900433	0.00432900432900433	0.0274170274170274	0	0	0.00144300144300144	0	0	0.00288600288600289	0.00577200577200577	0.00144300144300144	0.0115440115440115	3.21428571428571	0.933333333333333	0.311111111111111	0.933333333333333	0.933333333333333	5.91111111111111	0	0	0.311111111111111	0	0	0.622222222222222	1.24444444444444	0.311111111111111	2.48888888888889	FALSE
1665.fa	0	0	3	10	12	3	1	0	0	0	1	0	0	12	T07C4.9	383	T07C4.9	T07C4.9	nex-2	0	0	0.00783289817232376	0.0261096605744125	0.031331592689295	0.00783289817232376	0.00261096605744125	0	0	0	0.00261096605744125	0	0	0.031331592689295	3	0	0	1	3.33333333333333	4	1	0.333333333333333	0	0	0	0.333333333333333	0	0	4	FALSE
1666.fa	0	2	2	3	6	16	1	0	1	0	0	0	1	10	M106.3	339	M106.3	M106.3	M106.3	0	0.00589970501474926	0.00589970501474926	0.00884955752212389	0.0176991150442478	0.0471976401179941	0.00294985250737463	0	0.00294985250737463	0	0	0	0.00294985250737463	0.0294985250737463	3	0	0.666666666666667	0.666666666666667	1	2	5.33333333333333	0.333333333333333	0	0.333333333333333	0	0	0	0.333333333333333	3.33333333333333	FALSE
1667.fa	1	0	4	0	1	2	0	2	0	0	3	1	0	2	F58F6.4	115	F58F6.4	F58F6.4	rfc-2	0.00869565217391304	0	0.0347826086956522	0	0.00869565217391304	0.0173913043478261	0	0.0173913043478261	0	0	0.0260869565217391	0.00869565217391304	0	0.0173913043478261	1.14285714285714	0.875	0	3.5	0	0.875	1.75	0	1.75	0	0	2.625	0.875	0	1.75	FALSE
1668.fa	0	0	0	4	13	0	1	0	0	4	0	0	0	1	Y53F4B.39	288	Y53F4B.39	Y53F4B.39	Y53F4B.39	0	0	0	0.0138888888888889	0.0451388888888889	0	0.00347222222222222	0	0	0.0138888888888889	0	0	0	0.00347222222222222	1.64285714285714	0	0	0	2.43478260869565	7.91304347826087	0	0.608695652173913	0	0	2.43478260869565	0	0	0	0.608695652173913	FALSE
1669.fa	0	0	0	2	14	0	0	1	1	2	0	4	0	3	K01C8.6	235	K01C8.6	K01C8.6	mrpl-10	0	0	0	0.00851063829787234	0.0595744680851064	0	0	0.00425531914893617	0.00425531914893617	0.00851063829787234	0	0.0170212765957447	0	0.0127659574468085	1.92857142857143	0	0	0	1.03703703703704	7.25925925925926	0	0	0.518518518518518	0.518518518518518	1.03703703703704	0	2.07407407407407	0	1.55555555555556	TRUE
167.fa	0	0	0	0	5	0	0	0	0	0	0	0	0	1	T08B2.10	130	T08B2.10	T08B2.10	rps-17	0	0	0	0	0.0384615384615385	0	0	0	0	0	0	0	0	0.00769230769230769	0.428571428571429	0	0	0	0	11.6666666666667	0	0	0	0	0	0	0	0	2.33333333333333	FALSE
1670.fa	2	0	3	4	4	0	0	0	9	0	1	0	2	0	Y71A12B.1	241	Y71A12B.1	Y71A12B.1	rps-6	0.00829875518672199	0	0.012448132780083	0.016597510373444	0.016597510373444	0	0	0	0.037344398340249	0	0.004149377593361	0	0.00829875518672199	0	1.78571428571429	1.12	0	1.68	2.24	2.24	0	0	0	5.04	0	0.56	0	1.12	0	FALSE
1671.fa	0	2	3	6	14	1	2	2	1	1	2	0	1	1	F14F3.3	442	F14F3.3	F14F3.3	mboa-7	0	0.00452488687782805	0.00678733031674208	0.0135746606334842	0.0316742081447964	0.00226244343891403	0.00452488687782805	0.00452488687782805	0.00226244343891403	0.00226244343891403	0.00452488687782805	0	0.00226244343891403	0.00226244343891403	2.57142857142857	0	0.777777777777778	1.16666666666667	2.33333333333333	5.44444444444444	0.388888888888889	0.777777777777778	0.777777777777778	0.388888888888889	0.388888888888889	0.777777777777778	0	0.388888888888889	0.388888888888889	FALSE
1672.fa	3	0	0	1	4	0	0	0	1	0	2	0	0	1	T01B4.3	107	T01B4.3	T01B4.3	T01B4.3	0.0280373831775701	0	0	0.00934579439252336	0.0373831775700935	0	0	0	0.00934579439252336	0	0.0186915887850467	0	0	0.00934579439252336	0.857142857142857	3.5	0	0	1.16666666666667	4.66666666666667	0	0	0	1.16666666666667	0	2.33333333333333	0	0	1.16666666666667	FALSE
1673.fa	3	0	5	2	9	0	0	0	0	0	1	0	0	4	B0035.4	126	B0035.4	B0035.4	pfd-4	0.0238095238095238	0	0.0396825396825397	0.0158730158730159	0.0714285714285714	0	0	0	0	0	0.00793650793650794	0	0	0.0317460317460317	1.71428571428571	1.75	0	2.91666666666667	1.16666666666667	5.25	0	0	0	0	0	0.583333333333333	0	0	2.33333333333333	TRUE
1674.fa	0	1	1	8	9	0	0	1	0	2	2	11	0	16	K04H4.2	516	K04H4.2	K04H4.2	chtb-1	0	0.00193798449612403	0.00193798449612403	0.0155038759689922	0.0174418604651163	0	0	0.00193798449612403	0	0.00387596899224806	0.00387596899224806	0.0213178294573643	0	0.0310077519379845	3.64285714285714	0	0.274509803921569	0.274509803921569	2.19607843137255	2.47058823529412	0	0	0.274509803921569	0	0.549019607843137	0.549019607843137	3.01960784313725	0	4.3921568627451	FALSE
1675.fa	0	0	2	1	3	0	0	0	1	1	0	2	0	1	F54F2.8	105	F54F2.8	F54F2.8	prx-19	0	0	0.019047619047619	0.00952380952380952	0.0285714285714286	0	0	0	0.00952380952380952	0.00952380952380952	0	0.019047619047619	0	0.00952380952380952	0.785714285714286	0	0	2.54545454545455	1.27272727272727	3.81818181818182	0	0	0	1.27272727272727	1.27272727272727	0	2.54545454545455	0	1.27272727272727	FALSE
1676.fa	0	0	0	0	6	0	0	0	0	0	0	0	0	4	C14B9.1	110	C14B9.1	C14B9.1	hsp-12.2	0	0	0	0	0.0545454545454545	0	0	0	0	0	0	0	0	0.0363636363636364	0.714285714285714	0	0	0	0	8.4	0	0	0	0	0	0	0	0	5.6	FALSE
1677.fa	3	0	3	17	21	3	1	1	2	0	1	2	4	8	C24B5.3	763	C24B5.3	C24B5.3	ptr-1	0.00393184796854522	0	0.00393184796854522	0.0222804718217562	0.0275229357798165	0.00393184796854522	0.00131061598951507	0.00131061598951507	0.00262123197903014	0	0.00131061598951507	0.00262123197903014	0.00524246395806029	0.0104849279161206	4.71428571428571	0.636363636363636	0	0.636363636363636	3.60606060606061	4.45454545454545	0.636363636363636	0.212121212121212	0.212121212121212	0.424242424242424	0	0.212121212121212	0.424242424242424	0.848484848484849	1.6969696969697	FALSE
1678.fa	1	1	0	3	13	0	0	0	0	4	1	0	4	4	C05E11.1	301	C05E11.1	C05E11.1	lnp-1	0.00332225913621262	0.00332225913621262	0	0.00996677740863787	0.0431893687707641	0	0	0	0	0.0132890365448505	0.00332225913621262	0	0.0132890365448505	0.0132890365448505	2.21428571428571	0.451612903225806	0.451612903225806	0	1.35483870967742	5.87096774193548	0	0	0	0	1.80645161290323	0.451612903225806	0	1.80645161290323	1.80645161290323	FALSE
1679.fa	1	1	1	8	7	0	0	0	0	0	0	0	0	6	K08F8.7	137	K08F8.7	K08F8.7	K08F8.7	0.0072992700729927	0.0072992700729927	0.0072992700729927	0.0583941605839416	0.0510948905109489	0	0	0	0	0	0	0	0	0.0437956204379562	1.71428571428571	0.583333333333333	0.583333333333333	0.583333333333333	4.66666666666667	4.08333333333333	0	0	0	0	0	0	0	0	3.5	FALSE
168.fa	1	0	3	3	6	0	0	0	0	0	3	3	1	7	R186.3	182	R186.3	R186.3	R186.3	0.00549450549450549	0	0.0164835164835165	0.0164835164835165	0.032967032967033	0	0	0	0	0	0.0164835164835165	0.0164835164835165	0.00549450549450549	0.0384615384615385	1.92857142857143	0.518518518518518	0	1.55555555555556	1.55555555555556	3.11111111111111	0	0	0	0	0	1.55555555555556	1.55555555555556	0.518518518518518	3.62962962962963	FALSE
1680.fa	1	1	1	5	3	1	0	0	0	1	1	0	7	7	B0198.1	279	B0198.1	B0198.1	tsp-20	0.003584229390681	0.003584229390681	0.003584229390681	0.017921146953405	0.010752688172043	0.003584229390681	0	0	0	0.003584229390681	0.003584229390681	0	0.025089605734767	0.025089605734767	2	0.5	0.5	0.5	2.5	1.5	0.5	0	0	0	0.5	0.5	0	3.5	3.5	FALSE
1681.fa	2	0	0	6	19	2	0	0	0	2	1	1	2	2	Y70C5A.2	151	Y70C5A.2	Y70C5A.2	Y70C5A.2	0.0132450331125828	0	0	0.0397350993377483	0.125827814569536	0.0132450331125828	0	0	0	0.0132450331125828	0.00662251655629139	0.00662251655629139	0.0132450331125828	0.0132450331125828	2.64285714285714	0.756756756756757	0	0	2.27027027027027	7.18918918918919	0.756756756756757	0	0	0	0.756756756756757	0.378378378378378	0.378378378378378	0.756756756756757	0.756756756756757	TRUE
1682.fa	1	0	2	2	4	1	0	0	0	4	2	1	0	4	C03A3.1	281	C03A3.1	C03A3.1	C03A3.1	0.00355871886120996	0	0.00711743772241993	0.00711743772241993	0.0142348754448399	0.00355871886120996	0	0	0	0.0142348754448399	0.00711743772241993	0.00355871886120996	0	0.0142348754448399	1.5	0.666666666666667	0	1.33333333333333	1.33333333333333	2.66666666666667	0.666666666666667	0	0	0	2.66666666666667	1.33333333333333	0.666666666666667	0	2.66666666666667	FALSE
1683.fa	3	1	3	11	20	0	0	1	1	2	1	1	2	10	F22F4.1	513	F22F4.1	F22F4.1	sups-1	0.00584795321637427	0.00194931773879142	0.00584795321637427	0.0214424951267057	0.0389863547758285	0	0	0.00194931773879142	0.00194931773879142	0.00389863547758285	0.00194931773879142	0.00194931773879142	0.00389863547758285	0.0194931773879142	4	0.75	0.25	0.75	2.75	5	0	0	0.25	0.25	0.5	0.25	0.25	0.5	2.5	FALSE
1684.fa	1	1	2	9	16	0	0	0	0	0	2	1	2	5	T03D8.5	367	T03D8.5	T03D8.5	gcy-22	0.00272479564032698	0.00272479564032698	0.00544959128065395	0.0245231607629428	0.0435967302452316	0	0	0	0	0	0.00544959128065395	0.00272479564032698	0.00544959128065395	0.0136239782016349	2.78571428571429	0.358974358974359	0.358974358974359	0.717948717948718	3.23076923076923	5.74358974358974	0	0	0	0	0	0.717948717948718	0.358974358974359	0.717948717948718	1.79487179487179	FALSE
1685.fa	11	1	4	5	4	2	0	3	7	0	1	10	0	14	T20H4.3	564	T20H4.3	T20H4.3	pars-1	0.0195035460992908	0.00177304964539007	0.00709219858156028	0.00886524822695036	0.00709219858156028	0.00354609929078014	0	0.00531914893617021	0.0124113475177305	0	0.00177304964539007	0.0177304964539007	0	0.024822695035461	4.42857142857143	2.48387096774194	0.225806451612903	0.903225806451613	1.12903225806452	0.903225806451613	0.451612903225806	0	0.67741935483871	1.58064516129032	0	0.225806451612903	2.25806451612903	0	3.16129032258065	FALSE
1686.fa	6	0	1	4	13	2	0	4	9	10	6	6	2	19	K07E3.7	1038	K07E3.7	K07E3.7	catp-5	0.00578034682080925	0	0.000963391136801541	0.00385356454720617	0.01252408477842	0.00192678227360308	0	0.00385356454720617	0.00867052023121387	0.00963391136801541	0.00578034682080925	0.00578034682080925	0.00192678227360308	0.0183044315992293	5.85714285714286	1.02439024390244	0	0.170731707317073	0.682926829268293	2.21951219512195	0.341463414634146	0	0.682926829268293	1.53658536585366	1.70731707317073	1.02439024390244	1.02439024390244	0.341463414634146	3.24390243902439	FALSE
1687.fa	0	3	1	2	0	0	0	0	6	0	0	1	2	7	Y105E8A.4	188	Y105E8A.4	Y105E8A.4	ech-7	0	0.0159574468085106	0.00531914893617021	0.0106382978723404	0	0	0	0	0.0319148936170213	0	0	0.00531914893617021	0.0106382978723404	0.0372340425531915	1.57142857142857	0	1.90909090909091	0.636363636363636	1.27272727272727	0	0	0	0	3.81818181818182	0	0	0.636363636363636	1.27272727272727	4.45454545454546	FALSE
1688.fa	6	1	10	12	29	2	4	0	8	4	8	15	4	17	Y47H9C.4	980	Y47H9C.4	Y47H9C.4	ced-1	0.00612244897959184	0.00102040816326531	0.0102040816326531	0.0122448979591837	0.0295918367346939	0.00204081632653061	0.00408163265306122	0	0.00816326530612245	0.00408163265306122	0.00816326530612245	0.0153061224489796	0.00408163265306122	0.0173469387755102	8.57142857142857	0.7	0.116666666666667	1.16666666666667	1.4	3.38333333333333	0.233333333333333	0.466666666666667	0	0.933333333333333	0.466666666666667	0.933333333333333	1.75	0.466666666666667	1.98333333333333	FALSE
1689.fa	0	0	0	6	7	0	1	0	0	0	1	2	2	4	F53H4.3	191	F53H4.3	F53H4.3	F53H4.3	0	0	0	0.031413612565445	0.0366492146596859	0	0.00523560209424084	0	0	0	0.00523560209424084	0.0104712041884817	0.0104712041884817	0.0209424083769634	1.64285714285714	0	0	0	3.65217391304348	4.26086956521739	0	0.608695652173913	0	0	0	0.608695652173913	1.21739130434783	1.21739130434783	2.43478260869565	FALSE
169.fa	3	0	1	1	4	0	0	0	2	2	2	0	0	3	D1007.10	234	D1007.10	D1007.10	D1007.10	0.0128205128205128	0	0.00427350427350427	0.00427350427350427	0.0170940170940171	0	0	0	0.00854700854700855	0.00854700854700855	0.00854700854700855	0	0	0.0128205128205128	1.28571428571429	2.33333333333333	0	0.777777777777778	0.777777777777778	3.11111111111111	0	0	0	1.55555555555556	1.55555555555556	1.55555555555556	0	0	2.33333333333333	FALSE
1690.fa	2	1	0	1	2	0	1	0	0	0	0	23	0	4	C13C4.4	237	C13C4.4	C13C4.4	C13C4.4	0.00843881856540084	0.00421940928270042	0	0.00421940928270042	0.00843881856540084	0	0.00421940928270042	0	0	0	0	0.0970464135021097	0	0.0168776371308017	2.42857142857143	0.823529411764706	0.411764705882353	0	0.411764705882353	0.823529411764706	0	0.411764705882353	0	0	0	0	9.47058823529412	0	1.64705882352941	FALSE
1691.fa	0	1	3	3	5	0	0	1	1	1	1	3	0	1	T14C1.1	338	T14C1.1	T14C1.1	frpr-17	0	0.0029585798816568	0.00887573964497041	0.00887573964497041	0.014792899408284	0	0	0.0029585798816568	0.0029585798816568	0.0029585798816568	0.0029585798816568	0.00887573964497041	0	0.0029585798816568	1.42857142857143	0	0.7	2.1	2.1	3.5	0	0	0.7	0.7	0.7	0.7	2.1	0	0.7	FALSE
1692.fa	1	0	1	0	2	0	0	0	0	0	0	0	1	3	F40F11.1	155	F40F11.1	F40F11.1	rps-11	0.00645161290322581	0	0.00645161290322581	0	0.0129032258064516	0	0	0	0	0	0	0	0.00645161290322581	0.0193548387096774	0.571428571428571	1.75	0	1.75	0	3.5	0	0	0	0	0	0	0	1.75	5.25	FALSE
1693.fa	4	0	1	6	17	0	0	0	2	1	1	7	1	3	C26E6.2	391	C26E6.2	C26E6.2	flh-2	0.010230179028133	0	0.00255754475703325	0.0153452685421995	0.0434782608695652	0	0	0	0.0051150895140665	0.00255754475703325	0.00255754475703325	0.0179028132992327	0.00255754475703325	0.00767263427109974	3.07142857142857	1.30232558139535	0	0.325581395348837	1.95348837209302	5.53488372093023	0	0	0	0.651162790697674	0.325581395348837	0.325581395348837	2.27906976744186	0.325581395348837	0.976744186046512	FALSE
