Orthogroup	briggsae	elegans	inopinata	nigoni	remanei
OG0021946			Sp34_30113300.t1		
OG0021947			Sp34_30114310.t1		
OG0021948			Sp34_30119620.t1		
OG0021949			Sp34_30120300.t1		
OG0021950			Sp34_30120400.t1		
OG0021951			Sp34_30121100.t1		
OG0021952			Sp34_30122200.t1		
OG0021953			Sp34_30124000.t1		
OG0021954			Sp34_30124300.t1		
OG0021955			Sp34_30124400.t1		
OG0021956			Sp34_30126100.t1		
OG0021957			Sp34_30127700.t1		
OG0021958			Sp34_30129300.t1		
OG0021959			Sp34_30131300.t1		
OG0021960			Sp34_30131700.t1		
OG0021961			Sp34_30131800.t1		
OG0021962			Sp34_30133200.t1		
OG0021963			Sp34_30134100.t1		
OG0021964			Sp34_30134600.t1		
OG0021965			Sp34_30134700.t1		
OG0021966			Sp34_30138300.t1		
OG0021967			Sp34_30138800.t1		
OG0021968			Sp34_30139100.t1		
OG0021969			Sp34_30140700.t1		
OG0021970			Sp34_30142600.t1		
OG0021971			Sp34_30142800.t1		
OG0021972			Sp34_30146300.t1		
OG0021973			Sp34_30147320.t1		
OG0021974			Sp34_30150200.t1		
OG0021975			Sp34_30165600.t1		
OG0021976			Sp34_30166900.t1		
OG0021977			Sp34_30168500.t1		
OG0021978			Sp34_30169700.t1		
OG0021979			Sp34_30171500.t1		
OG0021980			Sp34_30179020.t1		
OG0021981			Sp34_30179300.t1		
OG0021982			Sp34_30179400.t1		
OG0021983			Sp34_30188100.t1		
OG0021984			Sp34_30195200.t1		
OG0021985			Sp34_30195800.t1		
OG0021986			Sp34_30196600.t1		
OG0021987			Sp34_30197600.t1		
OG0021988			Sp34_30199000.t1		
OG0021989			Sp34_30202700.t1		
OG0021990			Sp34_30204000.t1		
OG0021991			Sp34_30206300.t1		
OG0021992			Sp34_30206500.t1		
OG0021993			Sp34_30207800.t1		
OG0021994			Sp34_30212500.t1		
OG0021995			Sp34_30212600.t1		
OG0021996			Sp34_30214300.t1		
OG0021997			Sp34_30214800.t1		
OG0021998			Sp34_30215300.t1		
OG0021999			Sp34_30215500.t1		
OG0022000			Sp34_30215700.t1		
OG0022001			Sp34_30215800.t1		
OG0022002			Sp34_30216800.t1		
OG0022003			Sp34_30220000.t1		
OG0022004			Sp34_30221300.t1		
OG0022005			Sp34_30222500.t1		
OG0022006			Sp34_30223100.t1		
OG0022007			Sp34_30226200.t1		
OG0022008			Sp34_30227000.t1		
OG0022009			Sp34_30227200.t1		
OG0022010			Sp34_30228000.t1		
OG0022011			Sp34_30228400.t1		
OG0022012			Sp34_30228700.t1		
OG0022013			Sp34_30230300.t1		
OG0022014			Sp34_30230700.t1		
OG0022015			Sp34_30235400.t1		
OG0022016			Sp34_30236300.t1		
OG0022017			Sp34_30236800.t1		
OG0022018			Sp34_30240000.t1		
OG0022019			Sp34_30240700.t1		
OG0022020			Sp34_30240800.t1		
OG0022021			Sp34_30241310.t1		
OG0022022			Sp34_30241810.t1		
OG0022023			Sp34_30242800.t1		
OG0022024			Sp34_30243500.t1		
OG0022025			Sp34_30243600.t1		
OG0022026			Sp34_30243800.t1		
OG0022027			Sp34_30243900.t1		
OG0022028			Sp34_30245000.t1		
OG0022029			Sp34_30245800.t1		
OG0022030			Sp34_30246000.t1		
OG0022031			Sp34_30246300.t1		
OG0022032			Sp34_30248900.t1		
OG0022033			Sp34_30249000.t1		
OG0022034			Sp34_30250000.t1		
OG0022035			Sp34_30253500.t1		
OG0022036			Sp34_30254100.t1		
OG0022037			Sp34_30254200.t1		
OG0022038			Sp34_30254600.t1		
OG0022039			Sp34_30255900.t1		
OG0022040			Sp34_30256400.t1		
OG0022041			Sp34_30257700.t1		
OG0022042			Sp34_30258800.t1		
OG0022043			Sp34_30259210.t1		
OG0022044			Sp34_30259400.t1		
OG0022045			Sp34_30259500.t1		
OG0022046			Sp34_30259900.t1		
OG0022047			Sp34_30261500.t1		
OG0022048			Sp34_30261800.t1		
OG0022049			Sp34_30262000.t1		
OG0022050			Sp34_30265500.t1		
OG0022051			Sp34_30265610.t1		
OG0022052			Sp34_30267500.t1		
OG0022053			Sp34_30267700.t1		
OG0022054			Sp34_30268900.t1		
OG0022055			Sp34_30269420.t1		
OG0022056			Sp34_30270700.t1		
OG0022057			Sp34_30270800.t1		
OG0022058			Sp34_30271000.t1		
OG0022059			Sp34_30273200.t1		
OG0022060			Sp34_30273400.t1		
OG0022061			Sp34_30274900.t1		
OG0022062			Sp34_30276800.t1		
OG0022063			Sp34_30277000.t1		
OG0022064			Sp34_30277900.t1		
OG0022065			Sp34_30278300.t1		
OG0022066			Sp34_30278600.t1		
OG0022067			Sp34_30282500.t1		
OG0022068			Sp34_30282700.t1		
OG0022069			Sp34_30288600.t1		
OG0022070			Sp34_30289100.t1		
OG0022071			Sp34_30289500.t1		
OG0022072			Sp34_30290000.t1		
OG0022073			Sp34_30291700.t1		
OG0022074			Sp34_30291900.t1		
OG0022075			Sp34_30292000.t1		
OG0022076			Sp34_30293000.t1		
OG0022077			Sp34_30296000.t1		
OG0022078			Sp34_30296100.t1		
OG0022079			Sp34_30297610.t1		
OG0022080			Sp34_30297700.t1		
OG0022081			Sp34_30298210.t1		
OG0022082			Sp34_30301200.t1		
OG0022083			Sp34_30301910.t1		
OG0022084			Sp34_30301920.t1		
OG0022085			Sp34_30308020.t1		
OG0022086			Sp34_30308300.t1		
OG0022087			Sp34_30309900.t1		
OG0022088			Sp34_30311610.t1		
OG0022089			Sp34_30312900.t1		
OG0022090			Sp34_30313100.t1		
OG0022091			Sp34_30313200.t1		
OG0022092			Sp34_30319600.t1		
OG0022093			Sp34_30322900.t1		
OG0022094			Sp34_30323000.t1		
OG0022095			Sp34_30324820.t1		
OG0022096			Sp34_30325500.t1		
OG0022097			Sp34_30326800.t1		
OG0022098			Sp34_30326900.t1		
OG0022099			Sp34_30328800.t1		
OG0022100			Sp34_30331000.t1		
OG0022101			Sp34_30331300.t1		
OG0022102			Sp34_30331400.t1		
OG0022103			Sp34_30333700.t1		
OG0022104			Sp34_30335100.t1		
OG0022105			Sp34_40006700.t1		
OG0022106			Sp34_40006810.t1		
OG0022107			Sp34_40007000.t1		
OG0022108			Sp34_40008000.t1		
OG0022109			Sp34_40008700.t1		
OG0022110			Sp34_40010800.t1		
OG0022111			Sp34_40016300.t1		
OG0022112			Sp34_40016400.t1		
OG0022113			Sp34_40017500.t1		
OG0022114			Sp34_40022100.t1		
OG0022115			Sp34_40024500.t1		
OG0022116			Sp34_40026400.t1		
OG0022117			Sp34_40027400.t1		
OG0022118			Sp34_40028500.t1		
OG0022119			Sp34_40029900.t1		
OG0022120			Sp34_40032720.t1		
OG0022121			Sp34_40035800.t1		
OG0022122			Sp34_40038200.t1		
OG0022123			Sp34_40039700.t1		
OG0022124			Sp34_40041300.t1		
OG0022125			Sp34_40041800.t1		
OG0022126			Sp34_40042000.t1		
OG0022127			Sp34_40043210.t1		
OG0022128			Sp34_40045600.t1		
OG0022129			Sp34_40046300.t1		
OG0022130			Sp34_40046420.t1		
OG0022131			Sp34_40049400.t1		
OG0022132			Sp34_40054900.t1		
OG0022133			Sp34_40055200.t1		
OG0022134			Sp34_40055300.t1		
OG0022135			Sp34_40056500.t1		
OG0022136			Sp34_40056710.t1		
OG0022137			Sp34_40056910.t1		
OG0022138			Sp34_40057300.t1		
OG0022139			Sp34_40058100.t1		
OG0022140			Sp34_40058200.t1		
OG0022141			Sp34_40058300.t1		
OG0022142			Sp34_40058400.t1		
OG0022143			Sp34_40058600.t1		
OG0022144			Sp34_40061100.t1		
OG0022145			Sp34_40062200.t1		
OG0022146			Sp34_40064400.t1		
OG0022147			Sp34_40065800.t1		
OG0022148			Sp34_40066600.t1		
OG0022149			Sp34_40067100.t1		
OG0022150			Sp34_40068600.t1		
OG0022151			Sp34_40070200.t1		
OG0022152			Sp34_40070500.t1		
OG0022153			Sp34_40073400.t1		
OG0022154			Sp34_40073900.t1		
OG0022155			Sp34_40076300.t1		
OG0022156			Sp34_40076400.t1		
OG0022157			Sp34_40077000.t1		
OG0022158			Sp34_40077200.t1		
OG0022159			Sp34_40078200.t1		
OG0022160			Sp34_40078600.t1		
OG0022161			Sp34_40080800.t1		
OG0022162			Sp34_40082500.t1		
OG0022163			Sp34_40084600.t1		
OG0022164			Sp34_40085200.t1		
OG0022165			Sp34_40087800.t1		
OG0022166			Sp34_40087910.t1		
OG0022167			Sp34_40089110.t1		
OG0022168			Sp34_40089400.t1		
OG0022169			Sp34_40089500.t1		
OG0022170			Sp34_40090410.t1		
OG0022171			Sp34_40091000.t1		
OG0022172			Sp34_40093300.t1		
OG0022173			Sp34_40093410.t1		
OG0022174			Sp34_40093500.t1		
OG0022175			Sp34_40094900.t1		
OG0022176			Sp34_40095400.t1		
OG0022177			Sp34_40095800.t1		
OG0022178			Sp34_40098100.t1		
OG0022179			Sp34_40101010.t1		
OG0022180			Sp34_40101200.t1		
OG0022181			Sp34_40101700.t1		
OG0022182			Sp34_40104100.t1		
OG0022183			Sp34_40104400.t1		
OG0022184			Sp34_40104710.t1		
OG0022185			Sp34_40104720.t1		
OG0022186			Sp34_40105700.t1		
OG0022187			Sp34_40106100.t1		
OG0022188			Sp34_40107800.t1		
OG0022189			Sp34_40108000.t1		
OG0022190			Sp34_40108500.t1		
OG0022191			Sp34_40113300.t1		
OG0022192			Sp34_40113900.t1		
OG0022193			Sp34_40115800.t1		
OG0022194			Sp34_40116400.t1		
OG0022195			Sp34_40116800.t1		
OG0022196			Sp34_40117200.t1		
OG0022197			Sp34_40117900.t1		
OG0022198			Sp34_40120000.t1		
OG0022199			Sp34_40120300.t1		
OG0022200			Sp34_40120500.t1		
OG0022201			Sp34_40127630.t1		
OG0022202			Sp34_40128900.t1		
OG0022203			Sp34_40129700.t1		
OG0022204			Sp34_40131500.t1		
OG0022205			Sp34_40132200.t1		
OG0022206			Sp34_40133700.t1		
OG0022207			Sp34_40138900.t1		
OG0022208			Sp34_40142800.t1		
OG0022209			Sp34_40143100.t1		
OG0022210			Sp34_40143200.t1		
OG0022211			Sp34_40146600.t1		
OG0022212			Sp34_40146810.t1		
OG0022213			Sp34_40147200.t1		
OG0022214			Sp34_40147800.t1		
OG0022215			Sp34_40149300.t1		
OG0022216			Sp34_40152800.t1		
OG0022217			Sp34_40155600.t1		
OG0022218			Sp34_40158000.t1		
OG0022219			Sp34_40168300.t1		
OG0022220			Sp34_40171900.t1		
OG0022221			Sp34_40174400.t1		
OG0022222			Sp34_40184600.t1		
OG0022223			Sp34_40186400.t1		
OG0022224			Sp34_40187700.t1		
OG0022225			Sp34_40190010.t1		
OG0022226			Sp34_40190300.t1		
OG0022227			Sp34_40190800.t1		
OG0022228			Sp34_40191200.t1		
OG0022229			Sp34_40191700.t1		
OG0022230			Sp34_40194300.t1		
OG0022231			Sp34_40195600.t1		
OG0022232			Sp34_40196100.t1		
OG0022233			Sp34_40196200.t1		
OG0022234			Sp34_40201900.t1		
OG0022235			Sp34_40208000.t1		
OG0022236			Sp34_40208100.t1		
OG0022237			Sp34_40209300.t1		
OG0022238			Sp34_40213400.t1		
OG0022239			Sp34_40220100.t1		
OG0022240			Sp34_40222500.t1		
OG0022241			Sp34_40227900.t1		
OG0022242			Sp34_40229700.t1		
OG0022243			Sp34_40232010.t1		
OG0022244			Sp34_40238800.t1		
OG0022245			Sp34_40242600.t1		
OG0022246			Sp34_40247500.t1		
OG0022247			Sp34_40248600.t1		
OG0022248			Sp34_40249400.t1		
OG0022249			Sp34_40255800.t1		
OG0022250			Sp34_40258500.t1		
OG0022251			Sp34_40264000.t1		
OG0022252			Sp34_40272900.t1		
OG0022253			Sp34_40274000.t1		
OG0022254			Sp34_40275000.t1		
OG0022255			Sp34_40275500.t1		
OG0022256			Sp34_40275700.t1		
OG0022257			Sp34_40276300.t1		
OG0022258			Sp34_40277600.t1		
OG0022259			Sp34_40278000.t1		
OG0022260			Sp34_40279000.t1		
OG0022261			Sp34_40283000.t1		
OG0022262			Sp34_40284800.t1		
OG0022263			Sp34_40286700.t1		
OG0022264			Sp34_40291500.t1		
OG0022265			Sp34_40292300.t1		
OG0022266			Sp34_40293200.t1		
OG0022267			Sp34_40295300.t1		
OG0022268			Sp34_40295700.t1		
OG0022269			Sp34_40305500.t1		
OG0022270			Sp34_40306200.t1		
OG0022271			Sp34_40306300.t1		
OG0022272			Sp34_40307000.t1		
OG0022273			Sp34_40307200.t1		
OG0022274			Sp34_40312200.t1		
OG0022275			Sp34_40312300.t1		
OG0022276			Sp34_40312610.t1		
OG0022277			Sp34_40315200.t1		
OG0022278			Sp34_40316000.t1		
OG0022279			Sp34_40316300.t1		
OG0022280			Sp34_40317900.t1		
OG0022281			Sp34_40318600.t1		
OG0022282			Sp34_40322200.t1		
OG0022283			Sp34_40322300.t1		
OG0022284			Sp34_40322500.t1		
OG0022285			Sp34_40324700.t1		
OG0022286			Sp34_40325400.t1		
OG0022287			Sp34_40325600.t1		
OG0022288			Sp34_40327300.t1		
OG0022289			Sp34_40327400.t1		
OG0022290			Sp34_40327910.t1		
OG0022291			Sp34_40329000.t1		
OG0022292			Sp34_40329600.t1		
OG0022293			Sp34_40332320.t1		
OG0022294			Sp34_40337800.t1		
OG0022295			Sp34_40339200.t1		
OG0022296			Sp34_40340600.t1		
OG0022297			Sp34_40340800.t1		
OG0022298			Sp34_40341200.t1		
OG0022299			Sp34_40341500.t1		
OG0022300			Sp34_40342200.t1		
OG0022301			Sp34_40344700.t1		
OG0022302			Sp34_40345300.t1		
OG0022303			Sp34_40346900.t1		
OG0022304			Sp34_50008600.t1		
OG0022305			Sp34_50009900.t1		
OG0022306			Sp34_50010310.t1		
OG0022307			Sp34_50012400.t1		
OG0022308			Sp34_50019500.t1		
OG0022309			Sp34_50021100.t1		
OG0022310			Sp34_50023900.t1		
OG0022311			Sp34_50024010.t1		
OG0022312			Sp34_50024020.t1		
OG0022313			Sp34_50024300.t1		
OG0022314			Sp34_50024800.t1		
OG0022315			Sp34_50026120.t1		
OG0022316			Sp34_50026500.t1		
OG0022317			Sp34_50027310.t1		
OG0022318			Sp34_50027500.t1		
OG0022319			Sp34_50030900.t1		
OG0022320			Sp34_50032500.t1		
OG0022321			Sp34_50032800.t1		
OG0022322			Sp34_50033000.t1		
OG0022323			Sp34_50033910.t1		
OG0022324			Sp34_50034010.t1		
OG0022325			Sp34_50034910.t1		
OG0022326			Sp34_50035500.t1		
OG0022327			Sp34_50036500.t1		
OG0022328			Sp34_50037000.t1		
OG0022329			Sp34_50037800.t1		
OG0022330			Sp34_50043510.t1		
OG0022331			Sp34_50043600.t1		
OG0022332			Sp34_50044700.t1		
OG0022333			Sp34_50044900.t1		
OG0022334			Sp34_50045200.t1		
OG0022335			Sp34_50045400.t1		
OG0022336			Sp34_50047900.t1		
OG0022337			Sp34_50048010.t1		
OG0022338			Sp34_50048100.t1		
OG0022339			Sp34_50051700.t1		
OG0022340			Sp34_50052710.t1		
OG0022341			Sp34_50054200.t1		
OG0022342			Sp34_50054500.t1		
OG0022343			Sp34_50059430.t1		
OG0022344			Sp34_50066300.t1		
OG0022345			Sp34_50067100.t1		
OG0022346			Sp34_50071100.t1		
OG0022347			Sp34_50072100.t1		
OG0022348			Sp34_50072700.t1		
OG0022349			Sp34_50072800.t1		
OG0022350			Sp34_50072920.t1		
OG0022351			Sp34_50076100.t1		
OG0022352			Sp34_50078610.t1		
OG0022353			Sp34_50092200.t1		
OG0022354			Sp34_50096300.t1		
OG0022355			Sp34_50098500.t1		
OG0022356			Sp34_50100400.t1		
OG0022357			Sp34_50102220.t1		
OG0022358			Sp34_50111900.t1		
OG0022359			Sp34_50112800.t1		
OG0022360			Sp34_50113200.t1		
OG0022361			Sp34_50118500.t1		
OG0022362			Sp34_50119700.t1		
OG0022363			Sp34_50123400.t1		
OG0022364			Sp34_50124500.t1		
OG0022365			Sp34_50124600.t1		
OG0022366			Sp34_50125400.t1		
OG0022367			Sp34_50125500.t1		
OG0022368			Sp34_50125600.t1		
OG0022369			Sp34_50126900.t1		
OG0022370			Sp34_50129300.t1		
OG0022371			Sp34_50130300.t1		
OG0022372			Sp34_50131310.t1		
OG0022373			Sp34_50132000.t1		
OG0022374			Sp34_50133900.t1		
OG0022375			Sp34_50134500.t1		
OG0022376			Sp34_50138200.t1		
OG0022377			Sp34_50138600.t1		
OG0022378			Sp34_50139900.t1		
OG0022379			Sp34_50144500.t1		
OG0022380			Sp34_50145800.t1		
OG0022381			Sp34_50145900.t1		
OG0022382			Sp34_50147500.t1		
OG0022383			Sp34_50150200.t1		
OG0022384			Sp34_50152200.t1		
OG0022385			Sp34_50152500.t1		
OG0022386			Sp34_50154100.t1		
OG0022387			Sp34_50157120.t1		
OG0022388			Sp34_50158520.t1		
OG0022389			Sp34_50162600.t1		
OG0022390			Sp34_50163600.t1		
OG0022391			Sp34_50164900.t1		
OG0022392			Sp34_50168910.t1		
OG0022393			Sp34_50176300.t1		
OG0022394			Sp34_50178900.t1		
OG0022395			Sp34_50180600.t1		
OG0022396			Sp34_50185600.t1		
OG0022397			Sp34_50186500.t1		
OG0022398			Sp34_50189400.t1		
OG0022399			Sp34_50190000.t1		
OG0022400			Sp34_50193400.t1		
OG0022401			Sp34_50197700.t1		
OG0022402			Sp34_50199330.t1		
OG0022403			Sp34_50201800.t1		
OG0022404			Sp34_50203200.t1		
OG0022405			Sp34_50209600.t1		
OG0022406			Sp34_50211500.t1		
OG0022407			Sp34_50216600.t1		
OG0022408			Sp34_50220210.t1		
OG0022409			Sp34_50221000.t1		
OG0022410			Sp34_50221200.t1		
OG0022411			Sp34_50221900.t1		
OG0022412			Sp34_50223500.t1		
OG0022413			Sp34_50224600.t1		
OG0022414			Sp34_50228200.t1		
OG0022415			Sp34_50228600.t1		
OG0022416			Sp34_50235700.t1		
OG0022417			Sp34_50236500.t1		
OG0022418			Sp34_50237700.t1		
OG0022419			Sp34_50238500.t1		
OG0022420			Sp34_50244300.t1		
OG0022421			Sp34_50245500.t1		
OG0022422			Sp34_50245900.t1		
OG0022423			Sp34_50248000.t1		
OG0022424			Sp34_50249500.t1		
OG0022425			Sp34_50253900.t1		
OG0022426			Sp34_50255400.t1		
OG0022427			Sp34_50256300.t1		
OG0022428			Sp34_50257200.t1		
OG0022429			Sp34_50257500.t1		
OG0022430			Sp34_50258100.t1		
OG0022431			Sp34_50260100.t1		
OG0022432			Sp34_50261000.t1		
OG0022433			Sp34_50262500.t1		
OG0022434			Sp34_50266300.t1		
OG0022435			Sp34_50266400.t1		
OG0022436			Sp34_50266500.t1		
OG0022437			Sp34_50268800.t1		
OG0022438			Sp34_50273000.t1		
OG0022439			Sp34_50273800.t1		
OG0022440			Sp34_50284110.t1		
OG0022441			Sp34_50288000.t1		
OG0022442			Sp34_50289700.t1		
OG0022443			Sp34_50290900.t1		
OG0022444			Sp34_50293400.t1		
OG0022445			Sp34_50294300.t1		
OG0022446			Sp34_50296900.t1		
OG0022447			Sp34_50297000.t1		
OG0022448			Sp34_50299000.t1		
OG0022449			Sp34_50301200.t1		
OG0022450			Sp34_50301900.t1		
OG0022451			Sp34_50307000.t1		
OG0022452			Sp34_50307410.t1		
OG0022453			Sp34_50313700.t1		
OG0022454			Sp34_50317900.t1		
OG0022455			Sp34_50318800.t1		
OG0022456			Sp34_50319600.t1		
OG0022457			Sp34_50323400.t1		
OG0022458			Sp34_50324500.t1		
OG0022459			Sp34_50324900.t1		
OG0022460			Sp34_50326400.t1		
OG0022461			Sp34_50328100.t1		
OG0022462			Sp34_50330500.t1		
OG0022463			Sp34_50333300.t1		
OG0022464			Sp34_50335620.t1		
OG0022465			Sp34_50337310.t1		
OG0022466			Sp34_50337420.t1		
OG0022467			Sp34_50337900.t1		
OG0022468			Sp34_50338800.t1		
OG0022469			Sp34_50339310.t1		
OG0022470			Sp34_50339800.t1		
OG0022471			Sp34_50340300.t1		
OG0022472			Sp34_50340700.t1		
OG0022473			Sp34_50340800.t1		
OG0022474			Sp34_50341100.t1		
OG0022475			Sp34_50342700.t1		
OG0022476			Sp34_50345400.t1		
OG0022477			Sp34_50345710.t1		
OG0022478			Sp34_50346800.t1		
OG0022479			Sp34_50346900.t1		
OG0022480			Sp34_50347000.t1		
OG0022481			Sp34_50347300.t1		
OG0022482			Sp34_50348620.t1		
OG0022483			Sp34_50349100.t1		
OG0022484			Sp34_50350000.t1		
OG0022485			Sp34_50350100.t1		
OG0022486			Sp34_50350400.t1		
OG0022487			Sp34_50352510.t1		
OG0022488			Sp34_50354000.t1		
OG0022489			Sp34_50354100.t1		
OG0022490			Sp34_50363200.t1		
OG0022491			Sp34_50363820.t1		
OG0022492			Sp34_50364100.t1		
OG0022493			Sp34_50364300.t1		
OG0022494			Sp34_50364910.t1		
OG0022495			Sp34_50365210.t1		
OG0022496			Sp34_50365400.t1		
OG0022497			Sp34_50366100.t1		
OG0022498			Sp34_50366300.t1		
OG0022499			Sp34_50367300.t1		
OG0022500			Sp34_50368100.t1		
OG0022501			Sp34_50368600.t1		
OG0022502			Sp34_50369300.t1		
OG0022503			Sp34_50370120.t1		
OG0022504			Sp34_50370700.t1		
OG0022505			Sp34_50370800.t1		
OG0022506			Sp34_50372900.t1		
OG0022507			Sp34_50375100.t1		
OG0022508			Sp34_50376500.t1		
OG0022509			Sp34_50376600.t1		
OG0022510			Sp34_50376700.t1		
OG0022511			Sp34_50376800.t1		
OG0022512			Sp34_50379300.t1		
OG0022513			Sp34_50379500.t1		
OG0022514			Sp34_50381000.t1		
OG0022515			Sp34_50381900.t1		
OG0022516			Sp34_50382800.t1		
OG0022517			Sp34_50386200.t1		
OG0022518			Sp34_50391100.t1		
OG0022519			Sp34_50391400.t1		
OG0022520			Sp34_50391700.t1		
OG0022521			Sp34_50392300.t1		
OG0022522			Sp34_50392800.t1		
OG0022523			Sp34_50392900.t1		
OG0022524			Sp34_50396300.t1		
OG0022525			Sp34_50398200.t1		
OG0022526			Sp34_50398400.t1		
OG0022527			Sp34_50403100.t1		
OG0022528			Sp34_50403700.t1		
OG0022529			Sp34_50407700.t1		
OG0022530			Sp34_50407900.t1		
OG0022531			Sp34_50408000.t1		
OG0022532			Sp34_50410800.t1		
OG0022533			Sp34_50412300.t1		
OG0022534			Sp34_50414100.t1		
OG0022535			Sp34_50414500.t1		
OG0022536			Sp34_50416500.t1		
OG0022537			Sp34_50417000.t1		
OG0022538			Sp34_50418200.t1		
OG0022539			Sp34_50418710.t1		
OG0022540			Sp34_50418900.t1		
OG0022541			Sp34_50419000.t1		
OG0022542			Sp34_50419400.t1		
OG0022543			Sp34_50420200.t1		
OG0022544			Sp34_50421100.t1		
OG0022545			Sp34_50422620.t1		
OG0022546			Sp34_50427200.t1		
OG0022547			Sp34_50428110.t1		
OG0022548			Sp34_50428600.t1		
OG0022549			Sp34_X0001600.t1		
OG0022550			Sp34_X0002000.t1		
OG0022551			Sp34_X0002200.t1		
OG0022552			Sp34_X0002400.t1		
OG0022553			Sp34_X0002700.t1		
OG0022554			Sp34_X0003600.t1		
OG0022555			Sp34_X0004700.t1		
OG0022556			Sp34_X0005000.t1		
OG0022557			Sp34_X0005500.t1		
OG0022558			Sp34_X0007600.t1		
OG0022559			Sp34_X0008310.t1		
OG0022560			Sp34_X0011110.t1		
OG0022561			Sp34_X0015100.t1		
OG0022562			Sp34_X0015600.t1		
OG0022563			Sp34_X0019810.t1		
OG0022564			Sp34_X0020200.t1		
OG0022565			Sp34_X0020400.t1		
OG0022566			Sp34_X0021900.t1		
OG0022567			Sp34_X0023200.t1		
OG0022568			Sp34_X0024200.t1		
OG0022569			Sp34_X0024700.t1		
OG0022570			Sp34_X0025000.t1		
OG0022571			Sp34_X0026200.t1		
OG0022572			Sp34_X0026410.t1		
OG0022573			Sp34_X0026900.t1		
OG0022574			Sp34_X0029010.t1		
OG0022575			Sp34_X0031000.t1		
OG0022576			Sp34_X0034410.t1		
OG0022577			Sp34_X0034500.t1		
OG0022578			Sp34_X0036310.t1		
OG0022579			Sp34_X0036900.t1		
OG0022580			Sp34_X0043200.t1		
OG0022581			Sp34_X0044800.t1		
OG0022582			Sp34_X0044900.t1		
OG0022583			Sp34_X0048400.t1		
OG0022584			Sp34_X0054200.t1		
OG0022585			Sp34_X0055200.t1		
OG0022586			Sp34_X0065100.t1		
OG0022587			Sp34_X0068900.t1		
OG0022588			Sp34_X0069200.t1		
OG0022589			Sp34_X0070400.t1		
OG0022590			Sp34_X0077000.t1		
OG0022591			Sp34_X0077100.t1		
OG0022592			Sp34_X0092000.t1		
OG0022593			Sp34_X0096500.t1		
OG0022594			Sp34_X0097000.t1		
OG0022595			Sp34_X0103800.t1		
OG0022596			Sp34_X0104200.t1		
OG0022597			Sp34_X0107210.t1		
OG0022598			Sp34_X0109600.t1		
OG0022599			Sp34_X0112300.t1		
OG0022600			Sp34_X0112700.t1		
OG0022601			Sp34_X0114000.t1		
OG0022602			Sp34_X0114100.t1		
OG0022603			Sp34_X0114600.t1		
OG0022604			Sp34_X0117700.t1		
OG0022605			Sp34_X0117900.t1		
OG0022606			Sp34_X0118500.t1		
OG0022607			Sp34_X0126200.t1		
OG0022608			Sp34_X0127400.t1		
OG0022609			Sp34_X0130000.t1		
OG0022610			Sp34_X0131000.t1		
OG0022611			Sp34_X0146000.t1		
OG0022612			Sp34_X0148000.t1		
OG0022613			Sp34_X0149100.t1		
OG0022614			Sp34_X0150300.t1		
OG0022615			Sp34_X0150700.t1		
OG0022616			Sp34_X0151500.t1		
OG0022617			Sp34_X0151900.t1		
OG0022618			Sp34_X0152000.t1		
OG0022619			Sp34_X0152400.t1		
OG0022620			Sp34_X0152600.t1		
OG0022621			Sp34_X0152700.t1		
OG0022622			Sp34_X0154800.t1		
OG0022623			Sp34_X0157300.t1		
OG0022624			Sp34_X0157510.t1		
OG0022625			Sp34_X0160900.t1		
OG0022626			Sp34_X0164100.t1		
OG0022627			Sp34_X0166600.t1		
OG0022628			Sp34_X0167600.t1		
OG0022629			Sp34_X0168500.t1		
OG0022630			Sp34_X0169100.t1		
OG0022631			Sp34_X0170410.t1		
OG0022632			Sp34_X0173600.t1		
OG0022633			Sp34_X0174200.t1		
OG0022634			Sp34_X0174400.t1		
OG0022635			Sp34_X0174500.t1		
OG0022636			Sp34_X0175400.t1		
OG0022637			Sp34_X0177010.t1		
OG0022638			Sp34_X0180400.t1		
OG0022639			Sp34_X0180500.t1		
OG0022640			Sp34_X0183100.t1		
OG0022641			Sp34_X0186000.t1		
OG0022642			Sp34_X0186600.t1		
OG0022643			Sp34_X0189300.t1		
OG0022644			Sp34_X0191000.t1		
OG0022645			Sp34_X0201100.t1		
OG0022646			Sp34_X0202700.t1		
OG0022647			Sp34_X0203500.t1		
OG0022648			Sp34_X0203700.t1		
OG0022649			Sp34_X0204000.t1		
OG0022650			Sp34_X0206600.t1		
OG0022651			Sp34_X0207100.t1		
OG0022652			Sp34_X0208200.t1		
OG0022653			Sp34_X0210200.t1		
OG0022654			Sp34_X0217610.t1		
OG0022655			Sp34_X0217800.t1		
OG0022656			Sp34_X0218820.t1		
OG0022657			Sp34_X0220900.t1		
OG0022658			Sp34_X0222500.t1		
OG0022659			Sp34_X0222600.t1		
OG0022660			Sp34_X0223200.t1		
OG0022661			Sp34_X0223300.t1		
OG0022662			Sp34_X0226000.t1		
OG0022663			Sp34_X0227700.t1		
OG0022664			Sp34_X0231610.t1		
OG0022665			Sp34_X0247100.t1		
OG0022666			Sp34_X0247300.t1		
OG0022667			Sp34_X0254600.t1		
OG0022668			Sp34_X0260000.t1		
OG0022669			Sp34_X0260600.t1		
OG0022670			Sp34_X0270000.t1		
OG0022671			Sp34_X0270100.t1		
OG0022672			Sp34_X0275820.t1		
OG0022673			Sp34_X0276910.t1		
