interpro_id	interpro_description	all_genes_with	all_genes_without	test_genes_with	test_genes_without	fra_all_genes_with	fra_test_genes_with	chisq_statistic	chisq_df	chisq_p	pos_neg	p.adj
IPR002674	Large ribosomal subunit protein eL43	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002687	Nop domain	2	31417	2	10507	6.36557497055922E-05	0.000190331176246669	0.329374314794778	1	0.566027746650271	positive	1
IPR002695	Bifunctional purine biosynthesis protein PurH-like	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002698	5-formyltetrahydrofolate cyclo-ligase	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR002699	ATPase, V1 complex, subunit D	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002710	Dilute domain	2	31417	1	10508	6.36557497055922E-05	9.51655881233346E-05	1.13183733630008E-24	1	0.999999999999151	positive	1
IPR002713	FF domain	2	31417	2	10507	6.36557497055922E-05	0.000190331176246669	0.329374314794778	1	0.566027746650271	positive	1
IPR002715	Nascent polypeptide-associated complex NAC domain	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR002716	PIN domain	5	31414	3	10506	0.00015913937426398	0.000285496764370004	0.163001504923738	1	0.686408004754014	positive	1
IPR002717	Histone acetyltransferase domain, MYST-type	4	31415	4	10505	0.000127311499411184	0.000380662352493338	1.48744761342061	1	0.222612899685201	positive	1
IPR002719	Retinoblastoma-associated protein, B-box	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR002720	Retinoblastoma-associated protein, A-box	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR002730	Ribonuclease P protein subunit Rpp29/RNP1	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR002731	ATPase, BadF/BadG/BcrA/BcrD type	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002733	AMMECR1 domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002735	Translation initiation factor IF2/IF5 domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002755	DNA primase, small subunit	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR002761	Diphthamide synthase domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002769	Translation initiation factor IF6	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002773	Deoxyhypusine synthase	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002775	DNA/RNA-binding protein Alba-like	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR002777	Prefoldin beta-like	4	31415	0	10509	0.000127311499411184	0	0.336232127038152	1	0.562012226133822	positive	1
IPR002778	Signal recognition particle, SRP19 subunit	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002781	Transmembrane protein TauE-like	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002782	Mut7-C RNAse domain	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR002784	Large ribosomal subunit protein eL14 domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002791	Damage-control phosphatase ARMT1-like, metal-binding domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002792	TRAM domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002804	Archease	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002809	Integral membrane protein EMC3/TMCO1-like	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002815	Spo11/DNA topoisomerase VI subunit A	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR002816	TraB/PrgY/GumN family	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR002818	DJ-1/PfpI	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002821	Hydantoinase A/oxoprolinase	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002833	Peptidyl-tRNA hydrolase, PTH2	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002836	PDCD5-like	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR002842	V-type ATPase subunit E	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002843	ATPase, V0 complex, c/d subunit	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002861	Reeler domain	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR002867	IBR domain	8	31411	6	10503	0.000254622998822369	0.000570993528740008	1.50802076852124	1	0.219441348102923	positive	1
IPR002870	Peptidase M12B, propeptide	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002876	Transcriptional regulator TACO1-like	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002877	Ribosomal RNA methyltransferase, FtsJ domain	3	31416	2	10507	9.54836245583882E-05	0.000190331176246669	0.064857012081101	1	0.798977680791708	positive	1
IPR002884	P domain	3	31416	0	10509	9.54836245583882E-05	0	0.112649853168238	1	0.737147250938883	positive	1
IPR002885	Pentatricopeptide repeat	2	31417	1	10508	6.36557497055922E-05	9.51655881233346E-05	1.13183733630008E-24	1	0.999999999999151	positive	1
IPR002888	[2Fe-2S]-binding	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR002890	Macroglobulin domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002893	Zinc finger, MYND-type	8	31411	3	10506	0.000254622998822369	0.000285496764370004	1.22424684234851E-25	1	0.999999999999721	positive	1
IPR002900	Domain of unknown function DUF38/FTH, Caenorhabditis species	26	31393	8	10501	0.000827524746172698	0.000761324704986677	7.51285511182074E-05	1	0.993084284319415	positive	1
IPR002906	Small ribosomal subunit protein eS31	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002908	Frataxin/CyaY	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002909	IPT domain	5	31414	0	10509	0.00015913937426398	0	0.604198710813617	1	0.436980497123349	positive	1
IPR002912	ACT domain	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR002913	START domain	4	31415	0	10509	0.000127311499411184	0	0.336232127038152	1	0.562012226133822	positive	1
IPR002915	DeoC/FbaB/LacD aldolase	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002918	Lipase EstA/Esterase EstB	7	31412	0	10509	0.000222795123969573	0	1.19722478077324	1	0.273877061535501	positive	1
IPR002919	Trypsin Inhibitor-like, cysteine rich domain	9	31410	4	10505	0.000286450873675165	0.000380662352493338	0.0239189551409783	1	0.877091304132356	positive	1
IPR002921	Fungal lipase-like domain	11	31408	2	10507	0.000350106623380757	0.000190331176246669	0.23561876068837	1	0.627388540840147	positive	1
IPR002925	Dienelactone hydrolase	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR002928	Myosin tail	6	31413	1	10508	0.000190967249116776	9.51655881233346E-05	0.0492754912064003	1	0.824328802439631	positive	1
IPR002930	Glycine cleavage system H-protein	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR002931	Transglutaminase-like	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR002933	Peptidase M20	2	31417	1	10508	6.36557497055922E-05	9.51655881233346E-05	1.13183733630008E-24	1	0.999999999999151	positive	1
IPR002934	Polymerase, nucleotidyl transferase domain	3	31416	3	10506	9.54836245583882E-05	0.000285496764370004	0.880649150845857	1	0.348023943888233	positive	1
IPR002937	Amine oxidase	4	31415	3	10506	0.000127311499411184	0.000285496764370004	0.422780850381727	1	0.515552705497202	positive	1
IPR002938	FAD-binding domain	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR002939	Chaperone DnaJ, C-terminal	3	31416	0	10509	9.54836245583882E-05	0	0.112649853168238	1	0.737147250938883	positive	1
IPR002942	RNA-binding S4 domain	3	31416	1	10508	9.54836245583882E-05	9.51655881233346E-05	2.91087436239518E-26	1	0.999999999999864	positive	1
IPR002993	Ornithine decarboxylase antizyme	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR002994	Surfeit locus 1/Shy1	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR002995	Surfeit locus 4	2	31417	1	10508	6.36557497055922E-05	9.51655881233346E-05	1.13183733630008E-24	1	0.999999999999151	positive	1
IPR002999	Tudor domain	8	31411	4	10505	0.000254622998822369	0.000380662352493338	0.107549576496006	1	0.742951342308002	positive	1
IPR003000	Sirtuin family	2	31417	1	10508	6.36557497055922E-05	9.51655881233346E-05	1.13183733630008E-24	1	0.999999999999151	positive	1
IPR003005	Amphiphysin	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003006	Immunoglobulin/major histocompatibility complex, conserved site	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003008	Tubulin/FtsZ, GTPase domain	10	31409	4	10505	0.000318278748527961	0.000380662352493338	6.44740678671582E-25	1	0.999999999999359	positive	1
IPR003010	Carbon-nitrogen hydrolase	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003016	2-oxo acid dehydrogenase, lipoyl-binding site	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003018	GAF domain	2	31417	2	10507	6.36557497055922E-05	0.000190331176246669	0.329374314794778	1	0.566027746650271	positive	1
IPR003020	Bicarbonate transporter, eukaryotic	3	31416	0	10509	9.54836245583882E-05	0	0.112649853168238	1	0.737147250938883	positive	1
IPR003024	Sodium bicarbonate cotransporter	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003029	S1 domain	6	31413	3	10506	0.000190967249116776	0.000285496764370004	0.0352867823880828	1	0.85099599204481	positive	1
IPR003032	Ryanodine receptor Ryr	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003033	SCP2 sterol-binding domain	4	31415	0	10509	0.000127311499411184	0	0.336232127038152	1	0.562012226133822	positive	1
IPR003034	SAP domain	6	31413	5	10504	0.000190967249116776	0.000475827940616673	1.47071641221606	1	0.225232694010976	positive	1
IPR003038	DAD/Ost2	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003082	Glutathione S-transferase, Pi class	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003084	Histone deacetylase	2	31417	2	10507	6.36557497055922E-05	0.000190331176246669	0.329374314794778	1	0.566027746650271	positive	1
IPR003092	Two pore domain potassium channel, TASK family	7	31412	1	10508	0.000222795123969573	9.51655881233346E-05	0.169859971538509	1	0.680236285379319	positive	1
IPR003094	Fructose-2,6-bisphosphatase	2	31417	1	10508	6.36557497055922E-05	9.51655881233346E-05	1.13183733630008E-24	1	0.999999999999151	positive	1
IPR003096	Smooth muscle protein/calponin	4	31415	1	10508	0.000127311499411184	9.51655881233346E-05	6.67087712378665E-29	1	0.999999999999993	positive	1
IPR003097	Sulfite reductase [NADPH] flavoprotein alpha-component-like, FAD-binding	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003100	PAZ domain	11	31408	9	10500	0.000350106623380757	0.000856490293110011	3.23866283986844	1	0.071919313338007	positive	1
IPR003101	Coactivator CBP, KIX domain	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR003103	BAG domain	2	31417	1	10508	6.36557497055922E-05	9.51655881233346E-05	1.13183733630008E-24	1	0.999999999999151	positive	1
IPR003107	HAT (Half-A-TPR) repeat	4	31415	3	10506	0.000127311499411184	0.000285496764370004	0.422780850381727	1	0.515552705497202	positive	1
IPR003108	GAR domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003109	GoLoco motif	3	31416	1	10508	9.54836245583882E-05	9.51655881233346E-05	2.91087436239518E-26	1	0.999999999999864	positive	1
IPR003111	Lon protease, N-terminal domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003112	Olfactomedin-like domain	3	31416	1	10508	9.54836245583882E-05	9.51655881233346E-05	2.91087436239518E-26	1	0.999999999999864	positive	1
IPR003113	Phosphatidylinositol 3-kinase, adaptor-binding domain	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR003114	Phox-associated domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003116	Raf-like Ras-binding	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR003117	cAMP-dependent protein kinase regulatory subunit, dimerization-anchoring domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003118	Pointed domain	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR003121	SWIB/MDM2 domain	2	31417	2	10507	6.36557497055922E-05	0.000190331176246669	0.329374314794778	1	0.566027746650271	positive	1
IPR003124	WH2 domain	5	31414	3	10506	0.00015913937426398	0.000285496764370004	0.163001504923738	1	0.686408004754014	positive	1
IPR003126	Zinc finger, UBR-type	6	31413	2	10507	0.000190967249116776	0.000190331176246669	5.82174872479036E-26	1	0.999999999999807	positive	1
IPR003128	Villin headpiece	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR003130	Dynamin GTPase effector	2	31417	1	10508	6.36557497055922E-05	9.51655881233346E-05	1.13183733630008E-24	1	0.999999999999151	positive	1
IPR003131	Potassium channel tetramerisation-type BTB domain	11	31408	0	10509	0.000350106623380757	0	2.46644304690984	1	0.116300847693206	positive	1
IPR003137	PA domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003140	Phospholipase/carboxylesterase/thioesterase	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003146	Carboxypeptidase, activation peptide	7	31412	1	10508	0.000222795123969573	9.51655881233346E-05	0.169859971538509	1	0.680236285379319	positive	1
IPR003150	DNA-binding RFX-type winged-helix domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003151	PIK-related kinase, FAT	3	31416	1	10508	9.54836245583882E-05	9.51655881233346E-05	2.91087436239518E-26	1	0.999999999999864	positive	1
IPR003152	FATC domain	4	31415	2	10507	0.000127311499411184	0.000190331176246669	2.26377892993801E-24	1	0.9999999999988	positive	1
IPR003156	DHHA1 domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003165	Piwi domain	14	31405	12	10497	0.000445590247939145	0.00114198705748002	5.08835217855219	1	0.0240870684996646	positive	1
IPR003166	Transcription factor TFIIE beta subunit, DNA-binding domain	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR003169	GYF domain	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR003171	Methylenetetrahydrofolate reductase-like	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003172	MD-2-related lipid-recognition domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003173	Transcriptional coactivator p15 (PC4), C-terminal	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR003175	Cyclin-dependent kinase inhibitor domain	2	31417	1	10508	6.36557497055922E-05	9.51655881233346E-05	1.13183733630008E-24	1	0.999999999999151	positive	1
IPR003191	Guanylate-binding protein/Atlastin, C-terminal	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003194	Transcription initiation factor IIA, gamma subunit	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003195	Transcription initiation factor IID, subunit 13	2	31417	2	10507	6.36557497055922E-05	0.000190331176246669	0.329374314794778	1	0.566027746650271	positive	1
IPR003197	Cytochrome b-c1 complex subunit 7	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003204	Cytochrome c oxidase, subunit Va/VI	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003213	Cytochrome c oxidase, subunit VIb	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003226	Metal-dependent protein hydrolase	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR003231	Acyl carrier protein	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003235	Nematode insulin-like peptide, beta type	10	31409	0	10509	0.000318278748527961	0	2.14392862300683	1	0.143134927908306	positive	1
IPR003256	Large ribosomal subunit protein uL24	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003280	Two pore domain potassium channel	26	31393	4	10505	0.000827524746172698	0.000380662352493338	1.61905683461928	1	0.203223348683511	positive	1
IPR003306	WIF domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003307	W2 domain	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR003316	E2F/DP family, winged-helix DNA-binding domain	3	31416	2	10507	9.54836245583882E-05	0.000190331176246669	0.064857012081101	1	0.798977680791708	positive	1
IPR003323	OTU domain	6	31413	6	10503	0.000190967249116776	0.000570993528740008	2.75669457450102	1	0.0968481523982884	positive	1
IPR003326	TRA-1 regulated	3	31416	2	10507	9.54836245583882E-05	0.000190331176246669	0.064857012081101	1	0.798977680791708	positive	1
IPR003333	Cyclopropane mycolic acid synthase	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003338	CDC48, N-terminal subdomain	2	31417	2	10507	6.36557497055922E-05	0.000190331176246669	0.329374314794778	1	0.566027746650271	positive	1
IPR003341	Cysteine rich repeat, tripleX	3	31416	0	10509	9.54836245583882E-05	0	0.112649853168238	1	0.737147250938883	positive	1
IPR003343	Bacterial Ig-like domain, group 2	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR003347	JmjC domain	9	31410	7	10502	0.000286450873675165	0.000666159116863342	2.06344635223115	1	0.150868618126507	positive	1
IPR003349	JmjN domain	2	31417	2	10507	6.36557497055922E-05	0.000190331176246669	0.329374314794778	1	0.566027746650271	positive	1
IPR003350	CUT domain	3	31416	3	10506	9.54836245583882E-05	0.000285496764370004	0.880649150845857	1	0.348023943888233	positive	1
IPR003358	tRNA (guanine-N-7) methyltransferase, Trmb type	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR003366	CUB-like domain	10	31409	2	10507	0.000318278748527961	0.000190331176246669	0.114408697607066	1	0.73517966136814	positive	1
IPR003378	Fringe-like, glycosyltransferase domain	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR003379	Carboxylase, conserved domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003380	SKI/SNO/DAC domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003382	Flavoprotein	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR003386	Lecithin:cholesterol/phospholipid:diacylglycerol acyltransferase	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003392	Protein patched/dispatched	23	31396	3	10506	0.00073204112161431	0.000285496764370004	1.86477832764976	1	0.172074324237924	positive	1
IPR003395	RecF/RecN/SMC, N-terminal	6	31413	4	10505	0.000190967249116776	0.000380662352493338	0.525710527966756	1	0.468415846536856	positive	1
IPR003406	Glycosyl transferase, family 14	13	31406	3	10506	0.000413762373086349	0.000285496764370004	0.086687645379973	1	0.768431135543486	positive	1
IPR003409	MORN repeat	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003410	HYR domain	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR003417	Core-binding factor, beta subunit	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003428	Mitochondrial glycoprotein	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003437	Glycine dehydrogenase (decarboxylating)	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003438	Glial cell line-derived neurotrophic factor receptor	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003439	ABC transporter-like, ATP-binding domain	34	31385	9	10500	0.00108214774499507	0.000856490293110011	0.202340550735536	1	0.652838216957496	positive	1
IPR003448	Molybdopterin biosynthesis MoaE	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR003511	HORMA domain	3	31416	3	10506	9.54836245583882E-05	0.000285496764370004	0.880649150845857	1	0.348023943888233	positive	1
IPR003523	Transcription factor COE	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003527	Mitogen-activated protein (MAP) kinase, conserved site	7	31412	2	10507	0.000222795123969573	0.000190331176246669	4.22963346255528E-29	1	0.999999999999995	positive	1
IPR003533	Doublecortin domain	5	31414	2	10507	0.00015913937426398	0.000190331176246669	3.22318190664765E-25	1	0.999999999999547	positive	1
IPR003545	Telomerase reverse transcriptase	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR003578	Small GTPase Rho	5	31414	1	10508	0.00015913937426398	9.51655881233346E-05	1.32491245108411E-05	1	0.997095758725643	positive	1
IPR003582	ShKT domain	45	31374	7	10502	0.00143225436837582	0.000666159116863342	3.13897446094803	1	0.0764418587480635	positive	1
IPR003586	Hint domain C-terminal	4	31415	0	10509	0.000127311499411184	0	0.336232127038152	1	0.562012226133822	positive	1
IPR003587	Hint domain N-terminal	6	31413	0	10509	0.000190967249116776	0	0.894365429672783	1	0.344297053176388	positive	1
IPR003591	Leucine-rich repeat, typical subtype	27	31392	8	10501	0.000859352621025494	0.000761324704986677	0.011308508923646	1	0.915311427263975	positive	1
IPR003593	AAA+ ATPase domain	65	31354	31	10478	0.00206881186543175	0.00295013323182337	2.30411961787372	1	0.129031370759009	positive	1
IPR003594	Histidine kinase/HSP90-like ATPase	4	31415	1	10508	0.000127311499411184	9.51655881233346E-05	6.67087712378665E-29	1	0.999999999999993	positive	1
IPR003598	Immunoglobulin subtype 2	32	31387	2	10507	0.00101849199528947	0.000190331176246669	5.68321721358236	1	0.017127933128276	positive	1
IPR003599	Immunoglobulin subtype	32	31387	2	10507	0.00101849199528947	0.000190331176246669	5.68321721358236	1	0.017127933128276	positive	1
IPR003601	DNA topoisomerase, type IA, domain 2	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003602	DNA topoisomerase, type IA, DNA-binding domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003604	Matrin/U1-C-like, C2H2-type zinc finger	4	31415	2	10507	0.000127311499411184	0.000190331176246669	2.26377892993801E-24	1	0.9999999999988	positive	1
IPR003605	GS domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR003607	HD/PDEase domain	11	31408	6	10503	0.000350106623380757	0.000570993528740008	0.481017941128383	1	0.487961592591362	positive	1
IPR003609	PAN/Apple domain	9	31410	0	10509	0.000286450873675165	0	1.82411915496113	1	0.176823743800958	positive	1
IPR003613	U-box domain	4	31415	3	10506	0.000127311499411184	0.000285496764370004	0.422780850381727	1	0.515552705497202	positive	1
IPR003616	Post-SET domain	5	31414	3	10506	0.00015913937426398	0.000285496764370004	0.163001504923738	1	0.686408004754014	positive	1
IPR003617	Transcription elongation factor, TFIIS/CRSP70, N-terminal, sub-type	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR003618	Transcription elongation factor S-II, central domain	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR003619	MAD homology 1, Dwarfin-type	5	31414	3	10506	0.00015913937426398	0.000285496764370004	0.163001504923738	1	0.686408004754014	positive	1
IPR003645	Follistatin-like, N-terminal	5	31414	2	10507	0.00015913937426398	0.000190331176246669	3.22318190664765E-25	1	0.999999999999547	positive	1
IPR003649	B-box, C-terminal	2	31417	1	10508	6.36557497055922E-05	9.51655881233346E-05	1.13183733630008E-24	1	0.999999999999151	positive	1
IPR003652	Ataxin, AXH domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
