Sp34_10213800.t1	IPR040637	Large ribosomal subunit protein uL10-like, insertion domain
Sp34_10213800.t1	IPR043141	Large ribosomal subunit protein uL10-like domain superfamily
Sp34_10213800.t1	IPR043164	Large ribosomal subunit protein uL10-like, insertion domain superfamily
Sp34_10213900.t1	IPR000426	Proteasome alpha-subunit, N-terminal domain
Sp34_10213900.t1	IPR001353	Proteasome, subunit alpha/beta
Sp34_10213900.t1	IPR023332	Proteasome alpha-type subunit
Sp34_10213900.t1	IPR029055	Nucleophile aminohydrolases, N-terminal
Sp34_10213900.t1	IPR033812	Proteasome subunit alpha5
Sp34_10214000.t1	IPR000608	Ubiquitin-conjugating enzyme E2
Sp34_10214000.t1	IPR016135	Ubiquitin-conjugating enzyme/RWD-like
Sp34_10214100.t1	IPR004988	Protein of unknown function DUF273
Sp34_10214100.t1	IPR029044	Nucleotide-diphospho-sugar transferases
Sp34_10214200.t1	IPR001849	Pleckstrin homology domain
Sp34_10214200.t1	IPR002913	START domain
Sp34_10214200.t1	IPR011993	PH-like domain superfamily
Sp34_10214200.t1	IPR023393	START-like domain superfamily
Sp34_10214200.t1	IPR041952	STARD11, START domain
Sp34_10214300.t1	IPR001564	Nucleoside diphosphate kinase
Sp34_10214300.t1	IPR023005	Nucleoside diphosphate kinase, active site
Sp34_10214300.t1	IPR034907	Nucleoside diphosphate kinase-like domain
Sp34_10214300.t1	IPR036850	Nucleoside diphosphate kinase-like domain superfamily
Sp34_10214400.t1	IPR005366	ER membrane protein complex subunit 8/9
Sp34_10214500.t1	IPR036397	Ribonuclease H superfamily
Sp34_10214500.t1	IPR038717	Tc1-like transposase, DDE domain
Sp34_10214600.t1	IPR001478	PDZ domain
Sp34_10214600.t1	IPR001683	Phox homology
Sp34_10214600.t1	IPR036034	PDZ superfamily
Sp34_10214600.t1	IPR036871	PX domain superfamily
Sp34_10214600.t1	IPR037831	SNX17/27/31-like
Sp34_10214700.t1	IPR000008	C2 domain
Sp34_10214700.t1	IPR003892	Ubiquitin system component CUE
Sp34_10214700.t1	IPR009060	UBA-like superfamily
Sp34_10214700.t1	IPR035892	C2 domain superfamily
Sp34_10214700.t1	IPR037301	Toll-interacting protein, C2 domain
Sp34_10214900.t1	IPR003511	HORMA domain
Sp34_10214900.t1	IPR036570	HORMA domain superfamily
Sp34_10215000.t1	IPR001594	Palmitoyltransferase, DHHC domain
Sp34_10215100.t1	IPR028108	Protein of unknown function DUF4505
Sp34_10215200.t1	IPR019377	NADH-ubiquinone oxidoreductase, subunit 10
Sp34_10215200.t1	IPR039993	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10
Sp34_10215300.t1	IPR004088	K Homology domain, type 1
Sp34_10215300.t1	IPR012340	Nucleic acid-binding, OB-fold
Sp34_10215300.t1	IPR026699	Exosome complex RNA-binding protein 1/RRP40/RRP4
Sp34_10215300.t1	IPR036612	K Homology domain, type 1 superfamily
Sp34_10215300.t1	IPR037319	Rrp40, S1 domain
Sp34_10215300.t1	IPR049469	Exosome complex component RRP40, type I KH domain
Sp34_10215400.t1	IPR001534	Transthyretin-like
Sp34_10215400.t1	IPR038479	Transthyretin-like superfamily
Sp34_10215800.t1	IPR036397	Ribonuclease H superfamily
Sp34_10215900.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_10215900.t1	IPR041426	Mos1 transposase, HTH domain
Sp34_10216000.t1	IPR019530	Intra-flagellar transport protein 57
Sp34_10216100.t1	IPR008166	Glycosyltransferase family 92
Sp34_10216200.t1	IPR019530	Intra-flagellar transport protein 57
Sp34_10216300.t1	IPR001132	SMAD domain, Dwarfin-type
Sp34_10216300.t1	IPR003619	MAD homology 1, Dwarfin-type
Sp34_10216300.t1	IPR008984	SMAD/FHA domain superfamily
Sp34_10216300.t1	IPR013019	MAD homology, MH1
Sp34_10216300.t1	IPR013790	Dwarfin
Sp34_10216300.t1	IPR017855	SMAD-like domain superfamily
Sp34_10216300.t1	IPR036578	SMAD MH1 domain superfamily
Sp34_10216600.t1	IPR000477	Reverse transcriptase domain
Sp34_10216600.t1	IPR005135	Endonuclease/exonuclease/phosphatase
Sp34_10216600.t1	IPR036691	Endonuclease/exonuclease/phosphatase superfamily
Sp34_10216600.t1	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
Sp34_10216600.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_10216700.t1	IPR036397	Ribonuclease H superfamily
Sp34_10216800.t1	IPR001594	Palmitoyltransferase, DHHC domain
Sp34_10216910.t1	IPR001357	BRCT domain
Sp34_10216910.t1	IPR036420	BRCT domain superfamily
Sp34_10216920.t1	IPR013087	Zinc finger C2H2-type
Sp34_10216920.t1	IPR036236	Zinc finger C2H2 superfamily
Sp34_10217100.t1	IPR009829	Spindle and kinetochore-associated protein 1
Sp34_10217100.t1	IPR042031	SKA1 microtubule binding domain
Sp34_10217200.t1	IPR001452	SH3 domain
Sp34_10217200.t1	IPR002110	Ankyrin repeat
Sp34_10217200.t1	IPR036028	SH3-like domain superfamily
Sp34_10217200.t1	IPR036770	Ankyrin repeat-containing domain superfamily
Sp34_10217400.t1	IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
Sp34_10217400.t1	IPR003323	OTU domain
Sp34_10217400.t1	IPR028889	Ubiquitin specific protease domain
Sp34_10217400.t1	IPR038765	Papain-like cysteine peptidase superfamily
Sp34_10217500.t1	IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
Sp34_10217500.t1	IPR003323	OTU domain
Sp34_10217500.t1	IPR018200	Ubiquitin specific protease, conserved site
Sp34_10217500.t1	IPR028889	Ubiquitin specific protease domain
Sp34_10217500.t1	IPR038765	Papain-like cysteine peptidase superfamily
Sp34_10217600.t1	IPR006696	Protein of unknown function DUF423
Sp34_10217700.t1	IPR007191	Exocyst complex component Sec8, N-terminal
Sp34_10217700.t1	IPR039682	Exocyst complex component Sec8/EXOC4
Sp34_10217810.t1	IPR011990	Tetratricopeptide-like helical domain superfamily
Sp34_10217820.t1	IPR006076	FAD dependent oxidoreductase
Sp34_10217820.t1	IPR006222	Aminomethyltransferase, folate-binding domain
Sp34_10217820.t1	IPR013977	Glycine cleavage T-protein, C-terminal barrel domain
Sp34_10217820.t1	IPR027266	GTP-binding protein TrmE/Aminomethyltransferase GcvT, domain 1
Sp34_10217820.t1	IPR028896	Aminomethyltransferase-like
Sp34_10217820.t1	IPR029043	Glycine cleavage T-protein/YgfZ, C-terminal
Sp34_10217820.t1	IPR032503	FAD dependent oxidoreductase, central domain
Sp34_10217820.t1	IPR036188	FAD/NAD(P)-binding domain superfamily
Sp34_10217900.t1	IPR004038	Ribosomal protein eL8/eL30/eS12/Gadd45
Sp34_10217900.t1	IPR022991	Large ribosomal subunit protein eL30, conserved site
Sp34_10217900.t1	IPR029064	Ribosomal protein eL30-like superfamily
Sp34_10217900.t1	IPR039109	Large ribosomal subunit protein eL30-like
Sp34_10218000.t1	IPR000504	RNA recognition motif domain
Sp34_10218000.t1	IPR002004	Polyadenylate-binding protein/Hyperplastic disc protein
Sp34_10218000.t1	IPR003954	RNA recognition motif domain, eukaryote
Sp34_10218000.t1	IPR006515	Polyadenylate binding protein, human types 1, 2, 3, 4
Sp34_10218000.t1	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Sp34_10218000.t1	IPR034364	PABP, RNA recognition motif 1
Sp34_10218000.t1	IPR035979	RNA-binding domain superfamily
Sp34_10218000.t1	IPR036053	PABC (PABP) domain
Sp34_10218000.t1	IPR045305	PABP, RNA recognition motif 2
Sp34_10218400.t1	IPR000742	EGF-like domain
Sp34_10218400.t1	IPR016187	C-type lectin fold
Sp34_10218500.t1	IPR001214	SET domain
Sp34_10218500.t1	IPR013087	Zinc finger C2H2-type
Sp34_10218500.t1	IPR036236	Zinc finger C2H2 superfamily
Sp34_10218500.t1	IPR046341	SET domain superfamily
Sp34_10218600.t1	IPR000626	Ubiquitin-like domain
Sp34_10218600.t1	IPR029071	Ubiquitin-like domain superfamily
Sp34_10218600.t1	IPR039751	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 /2
Sp34_10218700.t1	IPR007599	Derlin
Sp34_10218700.t1	IPR035952	Rhomboid-like superfamily
Sp34_10218800.t1	IPR000162	GPCR, family 3, metabotropic glutamate receptor
Sp34_10218800.t1	IPR000337	GPCR, family 3
Sp34_10218800.t1	IPR001828	Receptor, ligand binding region
Sp34_10218800.t1	IPR011500	GPCR, family 3, nine cysteines domain
Sp34_10218800.t1	IPR017978	GPCR family 3, C-terminal
Sp34_10218800.t1	IPR017979	GPCR, family 3, conserved site
Sp34_10218800.t1	IPR028082	Periplasmic binding protein-like I
Sp34_10218800.t1	IPR038550	GPCR, family 3, nine cysteines domain superfamily
Sp34_10218900.t1	IPR004826	Basic leucine zipper domain, Maf-type
Sp34_10218900.t1	IPR008917	Transcription factor, Skn-1-like, DNA-binding domain superfamily
Sp34_10218900.t1	IPR024874	Transcription factor Maf family
Sp34_10218900.t1	IPR046347	Basic-leucine zipper domain superfamily
Sp34_10219000.t1	IPR010625	CHCH
Sp34_10219200.t1	IPR000626	Ubiquitin-like domain
Sp34_10219200.t1	IPR019954	Ubiquitin conserved site
Sp34_10219200.t1	IPR019956	Ubiquitin domain
Sp34_10219200.t1	IPR029071	Ubiquitin-like domain superfamily
Sp34_10219200.t1	IPR038738	Nedd8-like ubiquitin
Sp34_10219300.t1	IPR036397	Ribonuclease H superfamily
Sp34_10219400.t1	IPR008166	Glycosyltransferase family 92
Sp34_10219510.t1	IPR013087	Zinc finger C2H2-type
Sp34_10219510.t1	IPR036236	Zinc finger C2H2 superfamily
Sp34_10219600.t1	IPR036397	Ribonuclease H superfamily
Sp34_10219700.t1	IPR036397	Ribonuclease H superfamily
Sp34_10219700.t1	IPR038717	Tc1-like transposase, DDE domain
Sp34_10219800.t1	IPR000834	Peptidase M14, carboxypeptidase A
Sp34_10219800.t1	IPR003146	Carboxypeptidase, activation peptide
Sp34_10219800.t1	IPR003582	ShKT domain
Sp34_10219800.t1	IPR036990	Metallocarboxypeptidase-like, propeptide
Sp34_10219900.t1	IPR042289	Cytochrome c oxidase assembly factor 6 homolog
Sp34_10220000.t1	IPR036549	Cytochrome c oxidase, subunit VIb superfamily
Sp34_10220000.t1	IPR042289	Cytochrome c oxidase assembly factor 6 homolog
Sp34_10220000.t1	IPR048280	Cytochrome oxidase c subunit VIb-like
Sp34_10220100.t1	IPR008710	Nicastrin
Sp34_10220100.t1	IPR041084	Nicastrin, small lobe
Sp34_10220200.t1	IPR000738	WHEP-TRS domain
Sp34_10220200.t1	IPR000924	Glutamyl/glutaminyl-tRNA synthetase
Sp34_10220200.t1	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site
Sp34_10220200.t1	IPR004526	Glutamyl-tRNA synthetase, archaeal/eukaryotic cytosolic
Sp34_10220200.t1	IPR009068	uS15/NS1, RNA-binding domain superfamily
Sp34_10220200.t1	IPR011035	Large ribosomal subunit protein bL25/Gln-tRNA synthetase, anti-codon-binding domain superfamily
Sp34_10220200.t1	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
Sp34_10220200.t1	IPR020056	Large ribosomal subunit protein bL25/Gln-tRNA synthetase, N-terminal
Sp34_10220200.t1	IPR020058	Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain
Sp34_10220200.t1	IPR020059	Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain
Sp34_10220200.t1	IPR020061	Glutamine-tRNA ligase, alpha-bundle domain superfamily
Sp34_10220200.t1	IPR049437	tRNA synthetases class I (E and Q), anti-codon binding domain
Sp34_10220400.t1	IPR024326	Ribosomal RNA-processing protein 7, C-terminal domain
Sp34_10220400.t1	IPR040446	Ribosomal RNA-processing protein 7
Sp34_10220510.t1	IPR000554	Small ribosomal subunit protein eS7
Sp34_10220600.t1	IPR000904	Sec7 domain
Sp34_10220700.t1	IPR001372	Dynein light chain, type 1/2
Sp34_10220700.t1	IPR037177	Dynein light chain superfamily
Sp34_10220900.t1	IPR000225	Armadillo
Sp34_10220900.t1	IPR015403	Mon2/Sec7/BIG1-like, HDS
Sp34_10220900.t1	IPR016024	Armadillo-type fold
Sp34_10221100.t1	IPR000719	Protein kinase domain
Sp34_10221100.t1	IPR000961	AGC-kinase, C-terminal
Sp34_10221100.t1	IPR008271	Serine/threonine-protein kinase, active site
Sp34_10221100.t1	IPR011009	Protein kinase-like domain superfamily
Sp34_10221100.t1	IPR017441	Protein kinase, ATP binding site
Sp34_10221300.t1	IPR001878	Zinc finger, CCHC-type
Sp34_10221300.t1	IPR001995	Peptidase A2A, retrovirus, catalytic
Sp34_10221300.t1	IPR021109	Aspartic peptidase domain superfamily
Sp34_10221300.t1	IPR036875	Zinc finger, CCHC-type superfamily
Sp34_10221400.t1	IPR009057	Homeobox-like domain superfamily
Sp34_10221400.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_10221400.t1	IPR036397	Ribonuclease H superfamily
Sp34_10221400.t1	IPR038717	Tc1-like transposase, DDE domain
Sp34_10221400.t1	IPR048703	Transposable element Tc3 transposase-like, DNA-binding HTH domain
Sp34_10221600.t1	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type
Sp34_10221600.t1	IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
Sp34_10221600.t1	IPR029052	Metallo-dependent phosphatase-like
Sp34_10221900.t1	IPR001208	MCM domain
Sp34_10221900.t1	IPR003593	AAA+ ATPase domain
Sp34_10221900.t1	IPR008047	Mini-chromosome maintenance complex protein 4
Sp34_10221900.t1	IPR012340	Nucleic acid-binding, OB-fold
Sp34_10221900.t1	IPR018525	Mini-chromosome maintenance, conserved site
Sp34_10221900.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_10221900.t1	IPR027925	MCM, N-terminal domain
Sp34_10221900.t1	IPR031327	Mini-chromosome maintenance protein
Sp34_10221900.t1	IPR033762	MCM OB domain
Sp34_10221900.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_10221900.t1	IPR041562	MCM, AAA-lid domain
Sp34_10222200.t1	IPR000795	Translational (tr)-type GTP-binding domain
Sp34_10222200.t1	IPR004161	Translation elongation factor EFTu-like, domain 2
Sp34_10222200.t1	IPR009000	Translation protein, beta-barrel domain superfamily
Sp34_10222200.t1	IPR009001	Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal
Sp34_10222200.t1	IPR015256	Initiation factor eIF2 gamma, C-terminal
Sp34_10222200.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_10222200.t1	IPR044127	Initiation factor eIF2 gamma, domain 2
Sp34_10222200.t1	IPR044128	Initiation factor eIF2 gamma, GTP-binding domain
Sp34_10222300.t1	IPR000719	Protein kinase domain
Sp34_10222300.t1	IPR008271	Serine/threonine-protein kinase, active site
Sp34_10222300.t1	IPR011009	Protein kinase-like domain superfamily
Sp34_10222300.t1	IPR017441	Protein kinase, ATP binding site
Sp34_10222300.t1	IPR037770	Cyclin-dependent kinase 7
Sp34_10222410.t1	IPR004226	Tubulin binding cofactor A
Sp34_10222410.t1	IPR036126	Tubulin binding cofactor A superfamily
Sp34_10222420.t1	IPR001678	SAM-dependent methyltransferase RsmB-F/NOP2-type domain
Sp34_10222420.t1	IPR023267	RNA (C5-cytosine) methyltransferase
Sp34_10222420.t1	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
Sp34_10222420.t1	IPR049560	SAM-dependent methyltransferase RsmB-F/NOP2-type, catalytic core
Sp34_10222500.t1	IPR001680	WD40 repeat
Sp34_10222500.t1	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
Sp34_10222500.t1	IPR036322	WD40-repeat-containing domain superfamily
Sp34_10223100.t1	IPR011701	Major facilitator superfamily
Sp34_10223100.t1	IPR020846	Major facilitator superfamily domain
Sp34_10223100.t1	IPR036259	MFS transporter superfamily
Sp34_10223400.t1	IPR003439	ABC transporter-like, ATP-binding domain
Sp34_10223400.t1	IPR003593	AAA+ ATPase domain
Sp34_10223400.t1	IPR013525	ABC-2 type transporter, transmembrane domain
Sp34_10223400.t1	IPR017871	ABC transporter-like, conserved site
Sp34_10223400.t1	IPR026082	ABC transporter A
Sp34_10223400.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_10223600.t1	IPR006028	Gamma-aminobutyric acid A receptor/Glycine receptor alpha
Sp34_10223600.t1	IPR006029	Neurotransmitter-gated ion-channel transmembrane domain
Sp34_10223600.t1	IPR006201	Neurotransmitter-gated ion-channel
Sp34_10223600.t1	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
Sp34_10223600.t1	IPR018000	Neurotransmitter-gated ion-channel, conserved site
Sp34_10223600.t1	IPR036719	Neurotransmitter-gated ion-channel transmembrane domain superfamily
Sp34_10223600.t1	IPR036734	Neurotransmitter-gated ion-channel ligand-binding domain superfamily
Sp34_10223600.t1	IPR038050	Neuronal acetylcholine receptor
Sp34_10223800.t1	IPR000159	Ras-associating domain
Sp34_10223800.t1	IPR000253	Forkhead-associated (FHA) domain
Sp34_10223800.t1	IPR001478	PDZ domain
Sp34_10223800.t1	IPR002710	Dilute domain
Sp34_10223800.t1	IPR008984	SMAD/FHA domain superfamily
Sp34_10223800.t1	IPR028842	Afadin
Sp34_10223800.t1	IPR029071	Ubiquitin-like domain superfamily
Sp34_10223800.t1	IPR036034	PDZ superfamily
Sp34_10223800.t1	IPR037977	Afadin, cargo binding domain
Sp34_10224100.t1	IPR000175	Sodium:neurotransmitter symporter
Sp34_10224100.t1	IPR037272	Sodium:neurotransmitter symporter superfamily
Sp34_10224300.t1	IPR041426	Mos1 transposase, HTH domain
Sp34_10224500.t1	IPR000535	Major sperm protein (MSP) domain
Sp34_10224500.t1	IPR008962	PapD-like superfamily
Sp34_10224600.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_10224600.t1	IPR041426	Mos1 transposase, HTH domain
Sp34_10224700.t1	IPR002557	Chitin binding domain
Sp34_10224700.t1	IPR036508	Chitin binding domain superfamily
Sp34_10224900.t1	IPR000719	Protein kinase domain
Sp34_10224900.t1	IPR000980	SH2 domain
Sp34_10224900.t1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Sp34_10224900.t1	IPR001452	SH3 domain
Sp34_10224900.t1	IPR011009	Protein kinase-like domain superfamily
Sp34_10224900.t1	IPR017441	Protein kinase, ATP binding site
Sp34_10224900.t1	IPR020635	Tyrosine-protein kinase, catalytic domain
Sp34_10224900.t1	IPR035027	CSK-like, SH2 domain
Sp34_10224900.t1	IPR036860	SH2 domain superfamily
Sp34_10225000.t1	IPR010569	Myotubularin-like, phosphatase domain
Sp34_10225000.t1	IPR029021	Protein-tyrosine phosphatase-like
Sp34_10225000.t1	IPR030564	Myotubularin family
Sp34_10225100.t1	IPR001163	Sm domain, eukaryotic/archaea-type
Sp34_10225100.t1	IPR010920	LSM domain superfamily
Sp34_10225100.t1	IPR047575	Sm domain
Sp34_10225200.t1	IPR002557	Chitin binding domain
Sp34_10225200.t1	IPR036508	Chitin binding domain superfamily
Sp34_10225320.t1	IPR001806	Small GTPase
Sp34_10225320.t1	IPR005225	Small GTP-binding protein domain
Sp34_10225320.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_10225400.t1	IPR005998	Large ribosomal subunit protein uL30, eukaryotic
Sp34_10225400.t1	IPR012988	Large ribosomal subunit protein uL30, N-terminal, eukaryotes
Sp34_10225400.t1	IPR016082	Large ribosomal subunit protein uL30-like, ferredoxin-like fold domain
Sp34_10225400.t1	IPR018038	Large ribosomal subunit protein uL30, conserved site
Sp34_10225400.t1	IPR035808	Large ribosomal subunit protein uL30, eukaryotic/archaeal
Sp34_10225400.t1	IPR036919	Large ribosomal subunit protein uL30, ferredoxin-like fold domain superfamily
Sp34_10225400.t1	IPR039699	Large ribosomal subunit protein uL30
Sp34_10225500.t1	IPR012336	Thioredoxin-like fold
Sp34_10225500.t1	IPR033468	Metaxin, glutathione S-transferase domain
Sp34_10225500.t1	IPR036282	Glutathione S-transferase, C-terminal domain superfamily
Sp34_10225600.t1	IPR002486	Nematode cuticle collagen, N-terminal
Sp34_10225600.t1	IPR008160	Collagen triple helix repeat
Sp34_10225700.t1	IPR008576	Alpha-N-methyltransferase NTM1
Sp34_10225700.t1	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
Sp34_10225900.t1	IPR006730	Sestrin
Sp34_10225900.t1	IPR029032	AhpD-like
Sp34_10226110.t1	IPR004939	APC10/DOC domain
Sp34_10226110.t1	IPR008979	Galactose-binding-like domain superfamily
Sp34_10226110.t1	IPR016901	Anaphase-promoting complex subunit APC10/Doc1
Sp34_10226120.t1	IPR001736	Phospholipase D/Transphosphatidylase
Sp34_10226120.t1	IPR016270	CDP-alcohol phosphatidyltransferase class-II family
Sp34_10226120.t1	IPR025202	Phospholipase D-like domain
Sp34_10226400.t1	IPR000048	IQ motif, EF-hand binding site
Sp34_10226400.t1	IPR000159	Ras-associating domain
Sp34_10226400.t1	IPR000198	Rho GTPase-activating protein domain
Sp34_10226400.t1	IPR001609	Myosin head, motor domain
Sp34_10226400.t1	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain
Sp34_10226400.t1	IPR008936	Rho GTPase activation protein
Sp34_10226400.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_10226400.t1	IPR029071	Ubiquitin-like domain superfamily
Sp34_10226400.t1	IPR036023	Class IX myosin, motor domain
Sp34_10226400.t1	IPR036961	Kinesin motor domain superfamily
Sp34_10226400.t1	IPR046349	C1-like domain superfamily
Sp34_10226400.t1	IPR046987	Unconventional class IX myosin
Sp34_10226500.t1	IPR001841	Zinc finger, RING-type
Sp34_10226500.t1	IPR013083	Zinc finger, RING/FYVE/PHD-type
Sp34_10226600.t1	IPR000668	Peptidase C1A, papain C-terminal
Sp34_10226600.t1	IPR013128	Peptidase C1A
Sp34_10226600.t1	IPR038765	Papain-like cysteine peptidase superfamily
Sp34_10226700.t1	IPR001781	Zinc finger, LIM-type
Sp34_10226800.t1	IPR005024	Snf7 family
Sp34_10226900.t1	IPR000629	ATP-dependent RNA helicase DEAD-box, conserved site
Sp34_10226900.t1	IPR001650	Helicase, C-terminal
Sp34_10226900.t1	IPR011545	DEAD/DEAH box helicase domain
Sp34_10226900.t1	IPR014001	Helicase superfamily 1/2, ATP-binding domain
Sp34_10226900.t1	IPR014014	RNA helicase, DEAD-box type, Q motif
Sp34_10226900.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_10227000.t1	IPR033310	Mms4/EME1/EME2
Sp34_10227000.t1	IPR042530	EME1/EME2, C-terminal domain
Sp34_10227100.t1	IPR000504	RNA recognition motif domain
Sp34_10227100.t1	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Sp34_10227100.t1	IPR034392	TatSF1-like, RNA recognition motif 1
Sp34_10227100.t1	IPR034393	TatSF1-like
Sp34_10227100.t1	IPR035979	RNA-binding domain superfamily
Sp34_10227200.t1	IPR001436	Alpha crystallin/Small heat shock protein, animal type
Sp34_10227200.t1	IPR002068	Alpha crystallin/Hsp20 domain
Sp34_10227200.t1	IPR008978	HSP20-like chaperone
Sp34_10227300.t1	IPR001436	Alpha crystallin/Small heat shock protein, animal type
Sp34_10227300.t1	IPR002068	Alpha crystallin/Hsp20 domain
Sp34_10227300.t1	IPR008978	HSP20-like chaperone
Sp34_10227400.t1	IPR001977	Dephospho-CoA kinase
Sp34_10227400.t1	IPR004821	Cytidyltransferase-like domain
Sp34_10227400.t1	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
Sp34_10227400.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_10227500.t1	IPR000719	Protein kinase domain
Sp34_10227500.t1	IPR011009	Protein kinase-like domain superfamily
Sp34_10227600.t1	IPR013087	Zinc finger C2H2-type
Sp34_10227600.t1	IPR036236	Zinc finger C2H2 superfamily
Sp34_10227700.t1	IPR008166	Glycosyltransferase family 92
Sp34_10227800.t1	IPR004821	Cytidyltransferase-like domain
Sp34_10227800.t1	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
Sp34_10227800.t1	IPR045049	Choline-phosphate cytidylyltransferase Pcy1-like
Sp34_10227900.t1	IPR004821	Cytidyltransferase-like domain
Sp34_10227900.t1	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
Sp34_10227900.t1	IPR041723	CTP:phosphocholine cytidylyltransferase domain
Sp34_10227900.t1	IPR045049	Choline-phosphate cytidylyltransferase Pcy1-like
Sp34_10228000.t1	IPR013078	Histidine phosphatase superfamily, clade-1
Sp34_10228000.t1	IPR029033	Histidine phosphatase superfamily
Sp34_10228110.t1	IPR019339	CBF1-interacting co-repressor CIR, N-terminal domain
Sp34_10228110.t1	IPR039875	Leukocyte receptor cluster member 1-like
Sp34_10228120.t1	IPR000331	Rap/Ran-GAP domain
Sp34_10228120.t1	IPR016024	Armadillo-type fold
Sp34_10228120.t1	IPR027107	Tuberin/Ral GTPase-activating protein subunit alpha
Sp34_10228120.t1	IPR035974	Rap/Ran-GAP superfamily
Sp34_10228200.t1	IPR036397	Ribonuclease H superfamily
Sp34_10228300.t1	IPR010285	DNA helicase Pif1-like
Sp34_10228300.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_10228300.t1	IPR048293	DNA helicase PIF1/RRM3/pfh1
Sp34_10228300.t1	IPR049163	DNA helicase Pif1-like, 2B domain
Sp34_10228500.t1	IPR003656	Zinc finger, BED-type
Sp34_10228500.t1	IPR008906	HAT, C-terminal dimerisation domain
Sp34_10228500.t1	IPR010285	DNA helicase Pif1-like
Sp34_10228500.t1	IPR012337	Ribonuclease H-like superfamily
Sp34_10228500.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_10228500.t1	IPR036236	Zinc finger C2H2 superfamily
Sp34_10228710.t1	IPR000477	Reverse transcriptase domain
Sp34_10228710.t1	IPR001888	Transposase, type 1
Sp34_10228710.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_10228710.t1	IPR036397	Ribonuclease H superfamily
Sp34_10228710.t1	IPR036691	Endonuclease/exonuclease/phosphatase superfamily
Sp34_10228710.t1	IPR041426	Mos1 transposase, HTH domain
Sp34_10228710.t1	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
Sp34_10228710.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_10228720.t1	IPR010285	DNA helicase Pif1-like
Sp34_10228720.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_10228720.t1	IPR049163	DNA helicase Pif1-like, 2B domain
Sp34_10228900.t1	IPR000477	Reverse transcriptase domain
Sp34_10228900.t1	IPR005135	Endonuclease/exonuclease/phosphatase
Sp34_10228900.t1	IPR036691	Endonuclease/exonuclease/phosphatase superfamily
Sp34_10228900.t1	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
Sp34_10228900.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_10229110.t1	IPR000834	Peptidase M14, carboxypeptidase A
Sp34_10229110.t1	IPR003146	Carboxypeptidase, activation peptide
Sp34_10229110.t1	IPR003582	ShKT domain
Sp34_10229110.t1	IPR036990	Metallocarboxypeptidase-like, propeptide
Sp34_10229120.t1	IPR000834	Peptidase M14, carboxypeptidase A
Sp34_10229120.t1	IPR003146	Carboxypeptidase, activation peptide
Sp34_10229120.t1	IPR003582	ShKT domain
Sp34_10229120.t1	IPR036990	Metallocarboxypeptidase-like, propeptide
Sp34_10229310.t1	IPR009057	Homeobox-like domain superfamily
